Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free,Student_teacher_ratio,American Indian/Alaska Native,Asian,Black,Hispanic,White,Native Hawaiian/Pacific Islander,Two or More Races
2023-2025,NYC DOE,PRE-K CENTER @37TH STREET - QUEENS,Queens,Public School,Q397,https://www.schools.nyc.gov/schools/Q389,57.0,57.0,0.0,0.0,Yes,57,0,Yes,,,32-52 37th Street,Queens,NY,11103,11/17/2023,"(40.759308, -73.920948)","(40.759308, -73.920948)",CENTER @37TH STREET QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,PRE-K CENTER @46-16 76 STREET - QUEENS,Queens,Public School,Q378,https://www.schools.nyc.gov/schools/Q331,27.0,27.0,0.0,0.0,Yes,27,0,Yes,,,46-16 76 STREET,Queens,NY,11373,08/17/2023,"(40.740084, -73.888242)","(40.740084, -73.888242)",CENTER @4616 76 STREET QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,PRE-K CENTER @47TH AVENUE - QUEENS,Queens,Public School,Q321,https://www.schools.nyc.gov/schools/Z114,4.0,0.0,4.0,0.0,Yes,4,0,Yes,,,70-24 47TH AVENUE,QUEENS,NY,11377,06/28/2024,"(40.738643, -73.893173)","(40.738643, -73.893173)",CENTER @47TH AVENUE QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,PRE-K CENTER @535 UNION AVENUE - BRONX,Bronx,Public School,X356,https://www.schools.nyc.gov/schools/X533,51.0,51.0,0.0,0.0,Yes,51,0,Yes,,,535 Union Avenue,Bronx,NY,10455,11/03/2023,"(40.812075, -73.90557)","(40.812075, -73.90557)",CENTER @535 UNION AVENUE BRONX,,351.0,383.0,0.9164490861618799,11.24,0.007832898172323759,0.06527415143603134,0.29765013054830286,0.6005221932114883,0.02349869451697128,0.0026109660574412533,0.0026109660574412533
2023-2025,NYC DOE,PRE-K CENTER @5500 BROADWAY - BRONX,Bronx,Public School,X387,https://www.schools.nyc.gov/schools/X535,13.0,13.0,0.0,0.0,Yes,13,0,Yes,,,5500 BROADWAY,Bronx,NY,10463,10/20/2023,"(40.877062, -73.906185)","(40.877062, -73.906185)",CENTER @5500 BROADWAY BRONX,,351.0,383.0,0.9164490861618799,11.24,0.007832898172323759,0.06527415143603134,0.29765013054830286,0.6005221932114883,0.02349869451697128,0.0026109660574412533,0.0026109660574412533
2023-2025,NYC DOE,PRE-K CENTER @61ST STREET - QUEENS,Queens,Public School,Q348,https://www.schools.nyc.gov/schools/Q331,13.0,13.0,0.0,0.0,Yes,13,0,Yes,,,56-01 61st Street,Queens,NY,11378,11/17/2023,"(40.724967, -73.904289)","(40.724967, -73.904289)",CENTER @61ST STREET QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,PRE-K CENTER @62ND STREET - BROOKLYN,Kings,Public School,K678,https://www.schools.nyc.gov/schools/Z112,64.0,0.0,64.0,0.0,Yes,64,0,Yes,,,1423 62ND STREET,BROOKLYN,NY,11219,06/28/2024,"(40.625978, -73.996423)","(40.625978, -73.996423)",CENTER @62ND STREET BROOKLYN,,170.0,188.0,0.9042553191489362,7.52,0.005319148936170213,0.02127659574468085,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.005319148936170213,0.010638297872340425
2023-2025,NYC DOE,PRE-K CENTER @8501 5TH AVENUE - BROOKLYN,Kings,Public School,K453,https://www.schools.nyc.gov/schools/K768,6.0,6.0,0.0,0.0,Yes,6,0,Yes,,,8501 5TH AVENUE,Brooklyn,NY,11209,12/01/2023,"(40.622039, -74.025734)","(40.622039, -74.025734)",CENTER @8501 5TH AVENUE BROOKLYN,,170.0,188.0,0.9042553191489362,7.52,0.005319148936170213,0.02127659574468085,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.005319148936170213,0.010638297872340425
2023-2025,NYC DOE,PRE-K CENTER @93RD STREET - BROOKLYN,Kings,Public School,K613,https://www.schools.nyc.gov/schools/Z111,61.0,0.0,61.0,0.0,Yes,61,0,Yes,,,369 93RD STREET,BROOKLYN,NY,11209,03/08/2024,"(40.618135, -74.031046)","(40.618135, -74.031046)",CENTER @93RD STREET BROOKLYN,,170.0,188.0,0.9042553191489362,7.52,0.005319148936170213,0.02127659574468085,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.005319148936170213,0.010638297872340425
2023-2025,NYC DOE,PRE-K CENTER @96-10 23 AVENUE - QUEENS,Queens,Public School,Q389,https://www.schools.nyc.gov/schools/Q389,35.0,35.0,0.0,0.0,Yes,35,0,Yes,Yes,Complete,96-10 23 AVENUE,Queens,NY,11369,10/20/2023,"(40.76836, -73.874094)","(40.76836, -73.874094)",CENTER @9610 23 AVENUE QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,PRE-K CENTER @AVENUE W - BROOKLYN,Kings,Public School,K662,https://www.schools.nyc.gov/schools/K840,8.0,8.0,0.0,0.0,Yes,8,0,Yes,,,385 Avenue W,Brooklyn,NY,11223,08/17/2023,"(40.592894, -73.968638)","(40.592894, -73.968638)",CENTER @AVENUE BROOKLYN,,170.0,188.0,0.9042553191489362,7.52,0.005319148936170213,0.02127659574468085,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.005319148936170213,0.010638297872340425
2023-2025,NYC DOE,PRE-K CENTER @BOUCK COURT - BROOKLYN,Kings,Public School,K687,https://www.schools.nyc.gov/schools/K840,39.0,39.0,0.0,0.0,Yes,39,0,Yes,,,10 BOUCK COURT,Brooklyn,NY,11223,08/17/2023,"(40.588759, -73.973728)","(40.588759, -73.973728)",CENTER @BOUCK COURT BROOKLYN,,170.0,188.0,0.9042553191489362,7.52,0.005319148936170213,0.02127659574468085,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.005319148936170213,0.010638297872340425
2023-2025,NYC DOE,PRE-K CENTER @CONEY ISLAND AVENUE - BROOKLYN,Kings,Public School,K672,NO WEBSITE,18.0,0.0,0.0,18.0,Yes,18,0,Yes,Yes,,1223 CONEY ISLAND AVENUE,Brooklyn,NY,11230,04/04/2025,"(40.627818, -73.965394)","(40.627818, -73.965394)",CENTER @CONEY ISLAND AVENUE BROOKLYN,,170.0,188.0,0.9042553191489362,7.52,0.005319148936170213,0.02127659574468085,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.005319148936170213,0.010638297872340425
2023-2025,NYC DOE,PRE-K CENTER @FORT HAMILTON PARKWAY - BROOKLYN,Kings,Public School,K780,https://www.schools.nyc.gov/schools/K768,28.0,28.0,0.0,0.0,Yes,28,0,Yes,Yes,Complete,7415 Fort Hamilton Parkway,Brooklyn,NY,11228,01/12/2024,"(40.626158, -74.015894)","(40.626158, -74.015894)",CENTER @FORT HAMILTON PARKWAY BROOKLYN,,170.0,188.0,0.9042553191489362,7.52,0.005319148936170213,0.02127659574468085,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.005319148936170213,0.010638297872340425
2023-2025,NYC DOE,PRE-K CENTER @KEW GARDENS ROAD - QUEENS,Queens,Public School,Q608,https://www.schools.nyc.gov/schools/Q335,19.0,19.0,0.0,0.0,Yes,19,0,Yes,,,83-30 KEW GARDENS ROAD,Queens,NY,11415,11/03/2023,"(40.713425, -73.830193)","(40.713425, -73.830193)",CENTER @KEW GARDENS ROAD QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,PRE-K CENTER @MARION AVENUE - BRONX,Bronx,Public School,X444,https://www.schools.nyc.gov/schools/Z087,30.0,0.0,0.0,30.0,Yes,24,6,Yes,Yes,Ongoing,2512 Marion Avenue,Bronx,NY,10458,04/04/2025,"(40.861316, -73.893236)","(40.861316, -73.893236)",CENTER @MARION AVENUE BRONX,,351.0,383.0,0.9164490861618799,11.24,0.007832898172323759,0.06527415143603134,0.29765013054830286,0.6005221932114883,0.02349869451697128,0.0026109660574412533,0.0026109660574412533
2023-2025,NYC DOE,PRE-K CENTER @NORTHERN BOULEVARD - QUEENS,Queens,Public School,Q414,https://www.schools.nyc.gov/schools/Q331,15.0,15.0,0.0,0.0,Yes,15,0,Yes,,,106-02 NORTHERN BOULEVARD,Queens,NY,11368,08/17/2023,"(40.757755, -73.862659)","(40.757755, -73.862659)",CENTER @NORTHERN BOULEVARD QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,PRE-K CENTER @NORTHERN BOULEVARD - QUEENS,Queens,Public School,Q412,https://www.schools.nyc.gov/schools/Q331,15.0,15.0,0.0,0.0,Yes,15,0,Yes,,,107-17 NORTHERN BOULEVARD,Queens,NY,11368,08/17/2023,"(40.757811, -73.861666)","(40.757811, -73.861666)",CENTER @NORTHERN BOULEVARD QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,PRE-K CENTER @OGDEN AVENUE,Bronx,Public School,X582,https://www.schools.nyc.gov/schools/X582,18.0,18.0,0.0,0.0,Yes,18,0,Yes,,,1434 OGDEN AVENUE,Bronx,NY,10452,08/17/2023,"(40.843378, -73.923738)","(40.843378, -73.923738)",CENTER @OGDEN AVENUE,,351.0,383.0,0.9164490861618799,11.24,0.007832898172323759,0.06527415143603134,0.29765013054830286,0.6005221932114883,0.02349869451697128,0.0026109660574412533,0.0026109660574412533
2023-2025,NYC DOE,PRE-K CENTER @SEDGWICK AVENUE - BRONX,Bronx,Public School,X443,https://www.schools.nyc.gov/schools/X535,10.0,10.0,0.0,0.0,Yes,10,0,Yes,Yes,Complete,3605 SEDGWICK AVENUE,Bronx,NY,10458,01/12/2024,"(40.881542, -73.896483)","(40.881542, -73.896483)",CENTER @SEDGWICK AVENUE BRONX,,351.0,383.0,0.9164490861618799,11.24,0.007832898172323759,0.06527415143603134,0.29765013054830286,0.6005221932114883,0.02349869451697128,0.0026109660574412533,0.0026109660574412533
2023-2025,NYC DOE,PRE-K CENTER @THIRD AVENUE - BROOKLYN,Kings,Public School,K692,https://www.schools.nyc.gov/schools/K767,19.0,19.0,0.0,0.0,Yes,19,0,Yes,,,305-307 THIRD AVENUE,Brooklyn,NY,11215,12/01/2023,"(40.676679, -73.986646)","(40.676679, -73.986646)",CENTER @THIRD AVENUE BROOKLYN,,170.0,188.0,0.9042553191489362,7.52,0.005319148936170213,0.02127659574468085,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.005319148936170213,0.010638297872340425
2023-2025,NYC DOE,PRE-K CENTER @UNION STREET - BROOKLYN,Kings,Public School,K751,https://www.schools.nyc.gov/schools/K058,6.0,0.0,0.0,6.0,Yes,6,0,Yes,Yes,,131 UNION STREET,Brooklyn,NY,11231,05/16/2025,"(40.68428, -74.002592)","(40.68428, -74.002592)",CENTER @UNION STREET BROOKLYN,,170.0,188.0,0.9042553191489362,7.52,0.005319148936170213,0.02127659574468085,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.005319148936170213,0.010638297872340425
2023-2025,NYC DOE,PRE-K CENTER @WEBSTER AVENUE - BRONX,Bronx,Public School,X432,https://www.schools.nyc.gov/schools/Z107,19.0,0.0,19.0,0.0,Yes,19,0,Yes,,,2490-2500 WEBSTER AVENUE,BRONX,NY,10458,03/08/2024,"(40.860601, -73.891838)","(40.860601, -73.891838)",CENTER @WEBSTER AVENUE BRONX,,351.0,383.0,0.9164490861618799,11.24,0.007832898172323759,0.06527415143603134,0.29765013054830286,0.6005221932114883,0.02349869451697128,0.0026109660574412533,0.0026109660574412533
2023-2025,NYC DOE,PROSPECT HEIGHTS HS - K,Kings,Public School,K440,https://www.schools.nyc.gov/schools/K524,100.0,100.0,0.0,0.0,Yes,100,0,Yes,Yes,Complete,883 CLASSON AVENUE,Brooklyn,NY,11225,06/28/2024,"(40.669805, -73.960689)","(40.669805, -73.960689)",PROSPECT HEIGHTS  K,,287.0,291.0,0.9862542955326461,11.52,0.006872852233676976,0.030927835051546393,0.1958762886597938,0.5463917525773195,0.041237113402061855,0.006872852233676976,0.1718213058419244
2023-2025,NYC DOE,PS 14 Annex,Queens,Public School,Q322,https://www.schools.nyc.gov/schools/Q277,40.0,40.0,0.0,0.0,Yes,40,0,Yes,Yes,Complete,89-11 43rd Avenue,Queens,NY,11373,03/08/2024,"(40.742891, -73.876706)","(40.742891, -73.876706)",Annex,14.0,,,,,,,,,,,
2023-2025,NYC DOE,PS 182 ANNEX - QUEENS,Queens,Public School,Q278,https://www.schools.nyc.gov/schools/Q182,27.0,27.0,0.0,0.0,Yes,27,0,Yes,Yes,Complete,88-13 PARSONS BOULEVARD,Queens,NY,11432,12/15/2023,"(40.706346, -73.80137)","(40.706346, -73.80137)",ANNEX QUEENS,182.0,,,,,,,,,,,
2023-2025,NYC DOE,PS 182 SAMANTHA SMITH - QUEENS,Queens,Public School,Q277,https://www.schools.nyc.gov/schools/Q182,125.0,125.0,0.0,0.0,Yes,125,0,Yes,Yes,Complete,153-27 88th Avenue,Queens,NY,11432,11/15/2024,"(40.70675, -73.803183)","(40.70675, -73.803183)",SAMANTHA SMITH QUEENS,182.0,688.0,740.0,0.9297297297297298,12.28,0.031081081081081083,0.23108108108108108,0.12702702702702703,0.581081081081081,0.005405405405405406,0.00945945945945946,0.014864864864864866
2023-2025,NYC DOE,PS 188 Annex,Queens,Public School,Q858,https://www.schools.nyc.gov/schools/Q188,15.0,15.0,0.0,0.0,Yes,15,0,Yes,Yes,Complete,216-15 Peck Avenue,Queens,NY,11364,08/17/2023,"(40.734924, -73.75439)","(40.734924, -73.75439)",Annex,188.0,,,,,,,,,,,
2023-2025,NYC DOE,PS 199 ANNEX(@ST. TERESA'S) - QUEENS,Queens,Public School,Q777,https://www.schools.nyc.gov/schools/Q331,60.0,60.0,0.0,0.0,Yes,60,0,Yes,Yes,Complete,50-15 44th Street,Queens,NY,11377,11/03/2023,"(40.73668, -73.921346)","(40.73668, -73.921346)",ANNEX QUEENS,199.0,,,,,,,,,,,
2023-2025,NYC DOE,PS 264 BAY RIDGE ELEM SCL FOR THE ARTS - BROOKLYN,Kings,Public School,K264,https://www.schools.nyc.gov/schools/K264,106.0,0.0,106.0,0.0,Yes,106,0,Yes,Yes,Complete,371 89th Street,BROOKLYN,NY,11209,07/11/2025,"(40.621025, -74.029444)","(40.621025, -74.029444)",BAY RIDGE  SCL FOR THE ARTS BROOKLYN,264.0,282.0,406.0,0.6945812807881774,12.58,0.0,0.13054187192118227,0.012315270935960592,0.3275862068965517,0.4827586206896552,0.0,0.046798029556650245
2023-2025,NYC DOE,PS 310 THE SCHOOL FOR FUTURE LEADERS - BROOKLYN,Kings,Public School,K310,https://www.schools.nyc.gov/schools/K310,78.0,78.0,0.0,0.0,Yes,78,0,Yes,Yes,Complete,942 62ND STREET,Brooklyn,NY,11219,09/08/2023,"(40.632143, -74.007533)","(40.632143, -74.007533)",THE SCHOOL FOR FUTURE LEADERS BROOKLYN,310.0,244.0,364.0,0.6703296703296703,8.09,0.0,0.3269230769230769,0.013736263736263736,0.08791208791208792,0.5494505494505495,0.005494505494505495,0.016483516483516484
2023-2025,NYC DOE,PS 56 ANNEX - BRONX,Bronx,Public School,X780,https://www.schools.nyc.gov/schools/M357,20.0,0.0,0.0,20.0,Yes,19,1,Yes,Yes,Ongoing,268 EAST 207 STREET,Bronx,NY,10467,02/21/2025,"(40.875583, -73.877611)","(40.875583, -73.877611)",ANNEX BRONX,56.0,,,,,,,,,,,
2023-2025,NYC DOE,PS 94 ANNEX - BRONX,Bronx,Public School,X361,https://www.schools.nyc.gov/schools/X094,100.0,100.0,0.0,0.0,Yes,100,0,Yes,,,268 EAST  211 STREET,Bronx,NY,10467,10/20/2023,"(40.880661, -73.875268)","(40.880661, -73.875268)",ANNEX BRONX,94.0,,,,,,,,,,,
2023-2025,NYC DOE,PS/IS 128,Queens,Public School,Q247,https://www.schools.nyc.gov/schools/Q255,138.0,0.0,0.0,138.0,Yes,114,24,Yes,Yes,Ongoing,69-10 65th Drive,Queens,NY,11379,05/16/2025,"(40.715005, -73.885974)","(40.715005, -73.885974)",PS/IS 128,,429.0,795.0,0.539622641509434,14.17,0.006289308176100629,0.11446540880503145,0.01509433962264151,0.4327044025157233,0.410062893081761,0.0012578616352201257,0.02012578616352201
2023-2025,NYC DOE,PS/IS 263 - Manhattan,Manhattan,Public School,M263,https://www.schools.nyc.gov/schools/M366,89.0,0.0,89.0,0.0,Yes,89,0,Yes,Yes,Complete,202 SHERMAN AVE,MANHATTAN,NY,10034,07/11/2025,"(40.865575, -73.921631)","(40.865575, -73.921631)",PS/IS 263 Manhattan,,432.0,477.0,0.9056603773584906,14.03,0.0,0.008385744234800839,0.025157232704402517,0.9412997903563941,0.020964360587002098,0.0,0.0041928721174004195
2023-2025,NYC DOE,PS/MS 207 Queens,Queens,Public School,Q207,https://www.schools.nyc.gov/schools/Q207,93.0,0.0,0.0,93.0,Yes,93,0,Yes,Yes,,159-15 88 STREET,Queens,NY,11414,05/16/2025,"(40.657736, -73.843881)","(40.657736, -73.843881)",PS/ 207 Queens,,210.0,639.0,0.3286384976525822,11.29,0.001564945226917058,0.09546165884194054,0.026604068857589983,0.25039123630672927,0.5821596244131455,0.006259780907668232,0.03755868544600939
2023-2025,NYC DOE,"QNS HS OF TEACH., LIB. ARTS&SCI-Q",Queens,Public School,Q566,https://www.schools.nyc.gov/schools/Q566,116.0,0.0,116.0,0.0,Yes,116,0,Yes,Yes,Complete,74-20 COMMONWEALTH BLVD,QUEENS,NY,11426,01/27/2025,"(40.744197, -73.728834)","(40.744197, -73.728834)",QNS  OF TEACH,,512.0,831.0,0.6161251504211793,10.67,0.03369434416365824,0.20818291215403129,0.4536702767749699,0.2190132370637786,0.056558363417569195,0.00842358604091456,0.02045728038507822
2023-2025,NYC DOE,QUEENS ACADEMY HS - QUEENS,Queens,Public School,Q023,https://www.schools.nyc.gov/schools/Q540,13.0,0.0,0.0,13.0,Yes,12,1,Yes,Yes,Ongoing,138-11 35 AVENUE,Queens,NY,11354,04/18/2025,"(40.765624, -73.828279)","(40.765624, -73.828279)",QUEENS ACADEMY  QUEENS,,613.0,804.0,0.7624378109452736,16.38,0.006218905472636816,0.27487562189054726,0.04477611940298507,0.6069651741293532,0.05099502487562189,0.0012437810945273632,0.014925373134328358
2023-2025,NYC DOE,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Queens,Public School,Q695,https://www.schools.nyc.gov/schools/Q680,74.0,0.0,0.0,74.0,Yes,69,5,Yes,Yes,Ongoing,160-20 GOETHALS AVENUE,Queens,NY,11432,02/21/2025,"(40.718027, -73.805923)","(40.718027, -73.805923)",QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,,442.0,686.0,0.6443148688046647,13.64,0.0597667638483965,0.5102040816326531,0.22740524781341107,0.14723032069970846,0.02040816326530612,0.02040816326530612,0.014577259475218658
2023-2025,NYC DOE,QUEENS HIGH SCHOOL COMPLEX - Q,Queens,Public School,Q735,https://www.schools.nyc.gov/schools/Q299,92.0,0.0,0.0,92.0,Yes,85,7,Yes,Yes,Ongoing,30-20 THOMSON AVENUE,Queens,NY,11101,02/21/2025,"(40.744175, -73.937004)","(40.744175, -73.937004)",QUEENS HIGH SCHOOL COMPLEX Q,,442.0,670.0,0.6597014925373135,11.95,0.005970149253731343,0.2865671641791045,0.18955223880597014,0.27761194029850744,0.2044776119402985,0.007462686567164179,0.028358208955223882
2023-2025,NYC DOE,QUEENS HIGH SCHOOL FOR THE SCIENCES,Queens,Public School,Q774,https://www.schools.nyc.gov/schools/Q687,8.0,0.0,0.0,8.0,Yes,7,1,Yes,Yes,Ongoing,94-50 159 Street,Queens,NY,11433,05/02/2025,"(40.700884, -73.798364)","(40.700884, -73.798364)",QUEENS HIGH SCHOOL FOR THE SCIENCES,,328.0,498.0,0.6586345381526104,17.41,0.01606425702811245,0.7971887550200804,0.030120481927710843,0.07429718875502007,0.05220883534136546,0.01606425702811245,0.014056224899598393
2023-2025,NYC DOE,QUEENS VOC HS - Q,Queens,Public School,Q600,https://www.schools.nyc.gov/schools/Q600,45.0,0.0,0.0,45.0,Yes,37,8,Yes,Yes,Ongoing,37-02 47 AVENUE,Queens,NY,11101,02/21/2025,"(40.741658, -73.927995)","(40.741658, -73.927995)",QUEENS VOC  Q,,442.0,670.0,0.6597014925373135,11.95,0.005970149253731343,0.2865671641791045,0.18955223880597014,0.27761194029850744,0.2044776119402985,0.007462686567164179,0.028358208955223882
2023-2025,NYC DOE,R. F. KENNEDY COMM. MIDDLE/HS-Q,Queens,Public School,Q707,https://www.schools.nyc.gov/schools/Q670,18.0,0.0,0.0,18.0,Yes,16,2,Yes,Yes,Ongoing,75-40 PARSONS BOULEVARD,Queens,NY,11366,04/04/2025,"(40.72528, -73.811408)","(40.72528, -73.811408)",R F KENNEDY COMM MIDDLE/HSQ,,918.0,1198.0,0.7662771285475793,11.62,0.018363939899833055,0.04340567612687813,0.4065108514190317,0.4340567612687813,0.07512520868113523,0.005008347245409015,0.017529215358931552
2023-2025,NYC DOE,R. F. WAGNER SEC SCL ARTS & TECH-Q,Queens,Public School,Q891,https://www.schools.nyc.gov/schools/Q560,30.0,0.0,0.0,30.0,Yes,26,4,Yes,Yes,Ongoing,47-07 30th Place,Queens,NY,11101,04/04/2025,"(40.742217, -73.936442)","(40.742217, -73.936442)",R F WAGNER SEC SCL ARTS & TECHQ,,918.0,1198.0,0.7662771285475793,11.62,0.018363939899833055,0.04340567612687813,0.4065108514190317,0.4340567612687813,0.07512520868113523,0.005008347245409015,0.017529215358931552
2023-2025,NYC DOE,R083 REPLACEMENT @ WELLBROOK AVENUE – STATEN ISLAN,Richmond,Public School,R119,https://www.schools.nyc.gov/schools/R025,8.0,0.0,0.0,8.0,Yes,8,0,Yes,Yes,,30 Wellbrook Avenue,Staten Island,NY,10314,05/02/2025,"(40.604486, -74.131181)","(40.604486, -74.131181)",R083 REPLACEMENT @ WELLBROOK AVENUE – STATEN ISLAN,,,,,,,,,,,,
