name,BEDS code,district code,district,county code,county,NCES code
YORK MIDDLE/HIGH SCHOOL,241701040004,241701,YORK CSD,24,LIVINGSTON,
GENESEE VALLEY BOCES,249000000000,249000,BOCES GENESEE VALLEY,18,GENESEE,3680460
BROOKFIELD CENTRAL SCHOOL DISTRICT,250109040000,250109,BROOKFIELD CSD,25,MADISON,3605670
BROOKFIELD CENTRAL SCHOOL,250109040001,250109,BROOKFIELD CSD,25,MADISON,
CAZENOVIA CENTRAL SCHOOL DISTRICT,250201060000,250201,CAZENOVIA CSD,25,MADISON,3606780
CAZENOVIA HIGH SCHOOL,250201060002,250201,CAZENOVIA CSD,25,MADISON,
BURTON STREET ELEMENTARY SCHOOL,250201060006,250201,CAZENOVIA CSD,25,MADISON,
CAZENOVIA MIDDLE SCHOOL,250201060001,250201,CAZENOVIA CSD,25,MADISON,
DERUYTER CENTRAL SCHOOL DISTRICT,250301040000,250301,DE RUYTER CSD,25,MADISON,3608850
DERUYTER HIGH SCHOOL,250301040001,250301,DE RUYTER CSD,25,MADISON,
DERUYTER ELEMENTARY SCHOOL,250301040002,250301,DE RUYTER CSD,25,MADISON,
EDWARD R ANDREWS ELEMENTARY SCHOOL,250401040001,250401,MORRISVILLE-EATON CSD,25,MADISON,
MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT,250401040000,250401,MORRISVILLE-EATON CSD,25,MADISON,3619920
MORRISVILLE MIDDLE SCHOOL HIGH SCHOOL,250401040004,250401,MORRISVILLE-EATON CSD,25,MADISON,
HAMILTON CENTRAL SCHOOL DISTRICT,250701040000,250701,HAMILTON CSD,25,MADISON,3613380
HAMILTON JUNIOR-SENIOR HIGH SCHOOL,250701040001,250701,HAMILTON CSD,25,MADISON,
HAMILTON ELEMENTARY SCHOOL,250701040002,250701,HAMILTON CSD,25,MADISON,
PETERBORO STREET ELEMENTARY SCHOOL,250901060003,250901,CANASTOTA CSD,25,MADISON,
CANASTOTA CENTRAL SCHOOL DISTRICT,250901060000,250901,CANASTOTA CSD,25,MADISON,3606390
ROBERTS STREET MIDDLE SCHOOL,250901060005,250901,CANASTOTA CSD,25,MADISON,
SOUTH SIDE ELEMENTARY SCHOOL,250901060006,250901,CANASTOTA CSD,25,MADISON,
CANASTOTA HIGH SCHOOL,250901060004,250901,CANASTOTA CSD,25,MADISON,
MADISON CENTRAL SCHOOL,251101040003,251101,MADISON CSD,25,MADISON,
MADISON CENTRAL SCHOOL DISTRICT,251101040000,251101,MADISON CSD,25,MADISON,3618080
DURHAMVILLE SCHOOL,251400010002,251400,ONEIDA CITY SD,41,ONEIDA,
NORTH BROAD STREET SCHOOL,251400010003,251400,ONEIDA CITY SD,25,MADISON,
OTTO L SHORTELL MIDDLE SCHOOL,251400010008,251400,ONEIDA CITY SD,25,MADISON,
W F PRIOR ELEMENTARY SCHOOL,251400010006,251400,ONEIDA CITY SD,25,MADISON,
ONEIDA SENIOR HIGH SCHOOL,251400010009,251400,ONEIDA CITY SD,25,MADISON,
SYLVAN-VERONA BEACH ELEMENTARY SCHOOL,251400010001,251400,ONEIDA CITY SD,25,MADISON,
ONEIDA CITY SCHOOL DISTRICT,251400010000,251400,ONEIDA CITY SD,25,MADISON,3600013
ONEIDA CASTLE SCHOOL,251400010004,251400,ONEIDA CITY SD,25,MADISON,
SENECA STREET SCHOOL,251400010005,251400,ONEIDA CITY SD,25,MADISON,
STOCKBRIDGE VALLEY CENTRAL SCHOOL,251501040001,251501,STOCKBRIDGE VALLEY CSD,25,MADISON,
STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT,251501040000,251501,STOCKBRIDGE VALLEY CSD,25,MADISON,3628140
CHITTENANGO MIDDLE SCHOOL,251601060003,251601,CHITTENANGO CSD,25,MADISON,
CHITTENANGO CENTRAL SCHOOL DISTRICT,251601060000,251601,CHITTENANGO CSD,25,MADISON,3607470
LAKE STREET ELEMENTARY SCHOOL,251601060006,251601,CHITTENANGO CSD,25,MADISON,
BOLIVAR ROAD ELEMENTARY SCHOOL,251601060002,251601,CHITTENANGO CSD,25,MADISON,
CHITTENANGO HIGH SCHOOL,251601060005,251601,CHITTENANGO CSD,25,MADISON,
BRIDGEPORT ELEMENTARY SCHOOL,251601060001,251601,CHITTENANGO CSD,25,MADISON,
MADISON-ONEIDA BOCES,259000000000,259000,BOCES MADISON-ONEIDA,41,ONEIDA,3680480
TWELVE CORNERS MIDDLE SCHOOL,260101060008,260101,BRIGHTON CSD,26,MONROE,
FRENCH ROAD ELEMENTARY SCHOOL,260101060010,260101,BRIGHTON CSD,26,MONROE,
COUNCIL ROCK PRIMARY SCHOOL,260101060001,260101,BRIGHTON CSD,26,MONROE,
BRIGHTON HIGH SCHOOL,260101060004,260101,BRIGHTON CSD,26,MONROE,
BRIGHTON CENTRAL SCHOOL DISTRICT,260101060000,260101,BRIGHTON CSD,26,MONROE,3605460
NEIL ARMSTRONG SCHOOL,260401060009,260401,GATES CHILI CSD,26,MONROE,
GATES CHILI CENTRAL SCHOOL DISTRICT,260401060000,260401,GATES CHILI CSD,26,MONROE,3611880
GATES CHILI HIGH SCHOOL,260401060001,260401,GATES CHILI CSD,26,MONROE,
WASHINGTON IRVING SCHOOL,260401060005,260401,GATES CHILI CSD,26,MONROE,
PAUL ROAD SCHOOL,260401060007,260401,GATES CHILI CSD,26,MONROE,
WALT DISNEY SCHOOL,260401060008,260401,GATES CHILI CSD,26,MONROE,
GATES CHILI MIDDLE SCHOOL,260401060004,260401,GATES CHILI CSD,26,MONROE,
FLORENCE BRASSER SCHOOL,260401060002,260401,GATES CHILI CSD,26,MONROE,
HOLMES ROAD ELEMENTARY SCHOOL,260501060016,260501,GREECE CSD,26,MONROE,
PADDY HILL ELEMENTARY SCHOOL,260501060009,260501,GREECE CSD,26,MONROE,
DISCOVERY CHARTER SCHOOL,260501861002,260501,GREECE CSD,26,MONROE,3601046
ATHENA HIGH SCHOOL,260501060019,260501,GREECE CSD,26,MONROE,
KIRK ROAD ELEMENTARY SCHOOL,260501060018,260501,GREECE CSD,26,MONROE,
ARCADIA MIDDLE SCHOOL,260501060023,260501,GREECE CSD,26,MONROE,
PINE BROOK ELEMENTARY SCHOOL,260501060024,260501,GREECE CSD,26,MONROE,
BUCKMAN HEIGHTS ELEMENTARY SCHOOL,260501060012,260501,GREECE CSD,26,MONROE,
GREECE CENTRAL SCHOOL DISTRICT,260501060000,260501,GREECE CSD,26,MONROE,3612630
ATHENA MIDDLE SCHOOL,260501060020,260501,GREECE CSD,26,MONROE,
APOLLO MIDDLE SCHOOL,260501060022,260501,GREECE CSD,26,MONROE,
BROOKSIDE ELEMENTARY SCHOOL CAMPUS,260501060004,260501,GREECE CSD,26,MONROE,
LAKESHORE ELEMENTARY SCHOOL,260501060011,260501,GREECE CSD,26,MONROE,
RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS,260501861067,260501,GREECE CSD,26,MONROE,3601113
ENGLISH VILLAGE ELEMENTARY SCHOOL,260501060006,260501,GREECE CSD,26,MONROE,
AUTUMN LANE ELEMENTARY SCHOOL,260501060001,260501,GREECE CSD,26,MONROE,
ARCADIA HIGH SCHOOL,260501060010,260501,GREECE CSD,26,MONROE,
ODYSSEY ACADEMY,260501060013,260501,GREECE CSD,26,MONROE,
PARKLAND ELEMENTARY SCHOOL CAMPUS,260501060014,260501,GREECE CSD,26,MONROE,
YOUNG WOMEN'S COLLEGE PREPARATORY CHARTER SCHOOL OF ROCHESTER,260501861020,260501,GREECE CSD,26,MONROE,3601080
LONGRIDGE SCHOOL,260501060002,260501,GREECE CSD,26,MONROE,
GREECE COMMUNITY EARLY LEARNING CENTER,260501060007,260501,GREECE CSD,26,MONROE,
OLYMPIA HIGH SCHOOL,260501060008,260501,GREECE CSD,26,MONROE,
CRAIG HILL ELEMENTARY SCHOOL,260501060015,260501,GREECE CSD,26,MONROE,
EAST IRONDEQUOIT MIDDLE SCHOOL,260801060012,260801,EAST IRONDEQUOIT CSD,26,MONROE,
DURAND-EASTMAN INTERMEDIATE SCHOOL,260801060009,260801,EAST IRONDEQUOIT CSD,26,MONROE,
EASTRIDGE SENIOR HIGH SCHOOL,260801060006,260801,EAST IRONDEQUOIT CSD,26,MONROE,
EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,260801060000,260801,EAST IRONDEQUOIT CSD,26,MONROE,3609690
HELENDALE ROAD PRIMARY SCHOOL,260801060011,260801,EAST IRONDEQUOIT CSD,26,MONROE,
IVAN L GREEN PRIMARY SCHOOL,260801060005,260801,EAST IRONDEQUOIT CSD,26,MONROE,
LAURELTON-PARDEE INTERMEDIATE SCHOOL,260801060003,260801,EAST IRONDEQUOIT CSD,26,MONROE,
IRONDEQUOIT HIGH SCHOOL,260803060005,260803,WEST IRONDEQUOIT CSD,26,MONROE,
SENECA SCHOOL,260803060007,260803,WEST IRONDEQUOIT CSD,26,MONROE,
DAKE JUNIOR HIGH SCHOOL,260803060002,260803,WEST IRONDEQUOIT CSD,26,MONROE,
IROQUOIS MIDDLE SCHOOL,260803060003,260803,WEST IRONDEQUOIT CSD,26,MONROE,
BRIARWOOD SCHOOL,260803060001,260803,WEST IRONDEQUOIT CSD,26,MONROE,
BROOKVIEW SCHOOL,260803060012,260803,WEST IRONDEQUOIT CSD,26,MONROE,
LISTWOOD SCHOOL,260803060014,260803,WEST IRONDEQUOIT CSD,26,MONROE,
ROGERS MIDDLE SCHOOL,260803060004,260803,WEST IRONDEQUOIT CSD,26,MONROE,
COLEBROOK SCHOOL,260803060009,260803,WEST IRONDEQUOIT CSD,26,MONROE,
SOUTHLAWN SCHOOL,260803060011,260803,WEST IRONDEQUOIT CSD,26,MONROE,
WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,260803060000,260803,WEST IRONDEQUOIT CSD,26,MONROE,3615390
HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL,260901060004,260901,HONEOYE FALLS-LIMA CSD,26,MONROE,
HONEOYE FALLS-LIMA MIDDLE SCHOOL,260901060005,260901,HONEOYE FALLS-LIMA CSD,26,MONROE,
LIMA ELEMENTARY SCHOOL,260901060001,260901,HONEOYE FALLS-LIMA CSD,24,LIVINGSTON,
MANOR INTERMEDIATE SCHOOL,260901060002,260901,HONEOYE FALLS-LIMA CSD,26,MONROE,
HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT,260901060000,260901,HONEOYE FALLS-LIMA CSD,26,MONROE,3614700
SPENCERPORT HIGH SCHOOL,261001060001,261001,SPENCERPORT CSD,26,MONROE,
LEO BERNABI SCHOOL,261001060003,261001,SPENCERPORT CSD,26,MONROE,
TERRY TAYLOR ELEMENTARY SCHOOL,261001060006,261001,SPENCERPORT CSD,26,MONROE,
CANAL VIEW ELEMENTARY SCHOOL,261001060007,261001,SPENCERPORT CSD,26,MONROE,
A M COSGROVE MIDDLE SCHOOL,261001060005,261001,SPENCERPORT CSD,26,MONROE,
WILLIAM C MUNN SCHOOL,261001060002,261001,SPENCERPORT CSD,26,MONROE,
SPENCERPORT CENTRAL SCHOOL DISTRICT,261001060000,261001,SPENCERPORT CSD,26,MONROE,3627780
HILTON CENTRAL SCHOOL DISTRICT,261101060000,261101,HILTON CSD,26,MONROE,3614460
NORTHWOOD ELEMENTARY SCHOOL,261101060006,261101,HILTON CSD,26,MONROE,
QUEST ELEMENTARY SCHOOL,261101060002,261101,HILTON CSD,26,MONROE,
VILLAGE ELEMENTARY SCHOOL,261101060001,261101,HILTON CSD,26,MONROE,
HILTON HIGH SCHOOL,261101060004,261101,HILTON CSD,26,MONROE,
MERTON WILLIAMS MIDDLE SCHOOL,261101060005,261101,HILTON CSD,26,MONROE,
PENFIELD SENIOR HIGH SCHOOL,261201060006,261201,PENFIELD CSD,26,MONROE,
BAY TRAIL MIDDLE SCHOOL,261201060008,261201,PENFIELD CSD,26,MONROE,
INDIAN LANDING ELEMENTARY SCHOOL,261201060004,261201,PENFIELD CSD,26,MONROE,
PENFIELD CENTRAL SCHOOL DISTRICT,261201060000,261201,PENFIELD CSD,26,MONROE,3622710
SCRIBNER ROAD ELEMENTARY SCHOOL,261201060005,261201,PENFIELD CSD,26,MONROE,
HARRIS HILL ELEMENTARY SCHOOL,261201060009,261201,PENFIELD CSD,26,MONROE,
COBBLES ELEMENTARY SCHOOL,261201060003,261201,PENFIELD CSD,26,MONROE,
NORTHSIDE SCHOOL,261301060008,261301,FAIRPORT CSD,26,MONROE,
DUDLEY SCHOOL,261301060010,261301,FAIRPORT CSD,26,MONROE,
JEFFERSON AVENUE SCHOOL,261301060006,261301,FAIRPORT CSD,26,MONROE,
JOHANNA PERRIN MIDDLE SCHOOL,261301060002,261301,FAIRPORT CSD,26,MONROE,
FAIRPORT CENTRAL SCHOOL DISTRICT,261301060000,261301,FAIRPORT CSD,26,MONROE,3610890
BROOKS HILL SCHOOL,261301060001,261301,FAIRPORT CSD,26,MONROE,
MINERVA DELAND SCHOOL,261301060007,261301,FAIRPORT CSD,26,MONROE,
MARTHA BROWN MIDDLE SCHOOL,261301060004,261301,FAIRPORT CSD,26,MONROE,
FAIRPORT SENIOR HIGH SCHOOL,261301060009,261301,FAIRPORT CSD,26,MONROE,
EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL,261313030002,261313,EAST ROCHESTER UFSD,26,MONROE,
EAST ROCHESTER ELEMENTARY SCHOOL,261313030001,261313,EAST ROCHESTER UFSD,26,MONROE,
EAST ROCHESTER UNION FREE SCHOOL DISTRICT,261313030000,261313,EAST ROCHESTER UFSD,26,MONROE,3609930
PITTSFORD CENTRAL SCHOOL DISTRICT,261401060000,261401,PITTSFORD CSD,26,MONROE,3623160
THORNELL ROAD SCHOOL,261401060009,261401,PITTSFORD CSD,26,MONROE,
PITTSFORD-MENDON HIGH SCHOOL,261401060010,261401,PITTSFORD CSD,26,MONROE,
CALKINS ROAD MIDDLE SCHOOL,261401060011,261401,PITTSFORD CSD,26,MONROE,
ALLEN CREEK SCHOOL,261401060001,261401,PITTSFORD CSD,26,MONROE,
BARKER ROAD MIDDLE SCHOOL,261401060008,261401,PITTSFORD CSD,26,MONROE,
PARK ROAD SCHOOL,261401060004,261401,PITTSFORD CSD,26,MONROE,
PITTSFORD SUTHERLAND HIGH SCHOOL,261401060006,261401,PITTSFORD CSD,26,MONROE,
JEFFERSON ROAD SCHOOL,261401060002,261401,PITTSFORD CSD,26,MONROE,
MENDON CENTER ELEMENTARY SCHOOL,261401060005,261401,PITTSFORD CSD,26,MONROE,
CHESTNUT RIDGE ELEMENTARY SCHOOL,261501060002,261501,CHURCHVILLE-CHILI CSD,26,MONROE,
FAIRBANKS ROAD ELEMENTARY SCHOOL,261501060006,261501,CHURCHVILLE-CHILI CSD,26,MONROE,
CHURCHVILLE-CHILI MIDDLE SCHOOL,261501060008,261501,CHURCHVILLE-CHILI CSD,26,MONROE,
CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,261501060000,261501,CHURCHVILLE-CHILI CSD,26,MONROE,3607530
CHURCHVILLE ELEMENTARY SCHOOL,261501060003,261501,CHURCHVILLE-CHILI CSD,26,MONROE,
CHURCHVILLE-CHILI MIDDLE SCHOOL,261501060007,261501,CHURCHVILLE-CHILI CSD,26,MONROE,
CHURCHVILLE-CHILI SENIOR HIGH SCHOOL,261501060004,261501,CHURCHVILLE-CHILI CSD,26,MONROE,
DR. ALICE HOLLOWAY YOUNG SCHOOL OF EXCELLENCE,261600010003,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 42-ABELARD REYNOLDS,261600010042,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 43-THEODORE ROOSEVELT,261600010043,261600,ROCHESTER CITY SD,26,MONROE,
DR. IRIS J. BANISTER SCHOOL NO. 33,261600010033,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 35-PINNACLE,261600010035,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 52-FRANK FOWLER DOW,261600010052,261600,ROCHESTER CITY SD,26,MONROE,
NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL,261600010089,261600,ROCHESTER CITY SD,26,MONROE,
RISE COMMUNITY SCHOOL,261600010106,261600,ROCHESTER CITY SD,26,MONROE,
EAST LOWER SCHOOL,261600010105,261600,ROCHESTER CITY SD,26,MONROE,
LORETTA JOHNSON MIDDLE SCHOOL,261600010112,261600,ROCHESTER CITY SD,26,MONROE,
MONROE LOWER SCHOOL,261600010107,261600,ROCHESTER CITY SD,26,MONROE,
EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,261600860811,261600,ROCHESTER CITY SD,26,MONROE,3600026
THOMAS JEFFERSON HIGH SCHOOL,261600010063,261600,ROCHESTER CITY SD,26,MONROE,
CHARLOTTE HIGH SCHOOL,261600010060,261600,ROCHESTER CITY SD,26,MONROE,
INTERNATIONAL FINANCE & ECONOMIC DEVELOPMENT HS AT FRANKLIN,261600010086,261600,ROCHESTER CITY SD,26,MONROE,
NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL,261600010073,261600,ROCHESTER CITY SD,26,MONROE,
DR WALTER COOPER ACADEMY,261600010010,261600,ROCHESTER CITY SD,26,MONROE,
DR. FREDDIE THOMAS MIDDLE SCHOOL,261600010111,261600,ROCHESTER CITY SD,26,MONROE,
FRANKLIN LOWER SCHOOL,261600010109,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 44-LINCOLN PARK,261600010044,261600,ROCHESTER CITY SD,26,MONROE,
URBAN CHOICE CHARTER SCHOOL,261600860877,261600,ROCHESTER CITY SD,26,MONROE,3600134
ROCHESTER PREP CHARTER SCHOOL 1,261600860906,261600,ROCHESTER CITY SD,26,MONROE,3600173
ROCHESTER ACADEMY CHARTER SCHOOL,261600860910,261600,ROCHESTER CITY SD,26,MONROE,3600950
ROCHESTER PREP CHARTER SCHOOL 3,261600861049,261600,ROCHESTER CITY SD,26,MONROE,3601153
EXPLORATION ELEMENTARY CHARTER SCHOOL FOR SCIENCE AND TECHNOLOGY,261600861102,261600,ROCHESTER CITY SD,26,MONROE,3601168
GENESEE COMMUNITY CHARTER SCHOOL-FLOUR CITY CAMPUS,261600861188,261600,ROCHESTER CITY SD,26,MONROE,3680964
CITIZENSHIP AND SCIENCE ACADEMY OF ROCHESTER CHARTER SCHOOL,261600861187,261600,ROCHESTER CITY SD,26,MONROE,3680963
ROCHESTER CITY SCHOOL DISTRICT,261600010000,261600,ROCHESTER CITY SD,26,MONROE,3624750
SCHOOL WITHOUT WALLS,261600010069,261600,ROCHESTER CITY SD,26,MONROE,
JOHN MARSHALL HIGH SCHOOL,261600010065,261600,ROCHESTER CITY SD,26,MONROE,
MONROE CORRECTIONAL FACILITY,261600950004,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 25-NATHANIEL HAWTHORNE,261600010025,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 1-MARTIN B ANDERSON,261600010001,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 30-GENERAL ELWELL S OTIS,261600010030,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 41-KODAK PARK,261600010041,261600,ROCHESTER CITY SD,26,MONROE,
BIOSCIENCE & HEALTH CAREER HS AT FRANKLIN,261600010076,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 36-HENRY W LONGFELLOW,261600010036,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL OF IMAGING AND INFORMATION TECHNOLOGY AT EDISON,261600010094,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL OF ENGINEERING AND MANUFACTURING AT EDISON,261600010082,261600,ROCHESTER CITY SD,26,MONROE,
EDISON CAREER AND TECHNOLOGY HIGH SCHOOL,261600010095,261600,ROCHESTER CITY SD,26,MONROE,
VANGUARD COLLEGIATE HIGH SCHOOL,261600010097,261600,ROCHESTER CITY SD,26,MONROE,
VERTUS CHARTER SCHOOL,261600861069,261600,ROCHESTER CITY SD,26,MONROE,3601117
FRANKLIN UPPER SCHOOL,261600010108,261600,ROCHESTER CITY SD,26,MONROE,
INNOVA GIRLS ACADEMY CHARTER SCHOOL,261600861196,261600,ROCHESTER CITY SD,26,MONROE,3680976
SCHOOL 57-EARLY CHILDHOOD SCHOOL ,261600010057,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 17-ENRICO FERMI,261600010017,261600,ROCHESTER CITY SD,26,MONROE,
ROCHESTER CITY SD - YOUNG MOTHERS PROGRAM,800000050559,261600,ROCHESTER CITY SD,26,MONROE,
JAMES MONROE UPPER SCHOOL,261600010066,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 23-FRANCIS PARKER,261600010023,261600,ROCHESTER CITY SD,26,MONROE,
GLOBAL MEDIA ARTS HS AT FRANKLIN,261600010084,261600,ROCHESTER CITY SD,26,MONROE,
INTEGRATED ARTS AND TECHNOLOGY HIGH SCHOOL,261600010101,261600,ROCHESTER CITY SD,26,MONROE,
ROCHESTER CAREER MENTORING CHARTER SCHOOL,261600861019,261600,ROCHESTER CITY SD,26,MONROE,3601081
ROCHESTER PREP CHARTER SCHOOL 2,261600860705,261600,ROCHESTER CITY SD,26,MONROE,3601040
SCHOOL 6-DAG HAMMARSKJOLD,261600010006,261600,ROCHESTER CITY SD,26,MONROE,
ANNA MURRAY-DOUGLASS ACADEMY,261600010012,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 58-WORLD OF INQUIRY SCHOOL,261600010058,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 15-CHILDREN'S SCHOOL OF ROCHESTER (THE),261600010015,261600,ROCHESTER CITY SD,26,MONROE,
JOSEPH C WILSON MAGNET HIGH SCHOOL,261600010067,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 2-CLARA BARTON,261600010002,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 29-ADLAI E STEVENSON,261600010029,261600,ROCHESTER CITY SD,26,MONROE,
EAST UPPER HIGH SCHOOL,261600010061,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 39-ANDREW J TOWNSON,261600010039,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 53 MONTESSORI ACADEMY,261600010053,261600,ROCHESTER CITY SD,26,MONROE,
FREDERICK DOUGLASS PREPARATORY SCHOOL,261600010072,261600,ROCHESTER CITY SD,26,MONROE,
"SCHOOL FOR BUSINESS, FINANCE AND ENTREPRENEURSHIP AT EDISON",261600010081,261600,ROCHESTER CITY SD,26,MONROE,
UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,261600860985,261600,ROCHESTER CITY SD,26,MONROE,3601008
ROC ACHIEVE CHARTER SCHOOL,261600861071,261600,ROCHESTER CITY SD,26,MONROE,3601126
PADILLA HIGH SCHOOL,261600010114,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 9-DR MARTIN LUTHER KING JR,261600010009,261600,ROCHESTER CITY SD,26,MONROE,
DR DAVID AND RUTH ANDERSON ACADEMY- SCHOOL 16,261600010016,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 8-ROBERTO CLEMENTE,261600010008,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 19-DR CHARLES T LUNSFORD,261600010019,261600,ROCHESTER CITY SD,26,MONROE,
ROCHESTER CITY SD - YOUTH AND JUSTICE PROGRAMS,800000050558,261600,ROCHESTER CITY SD,26,MONROE,
GENESEE COMMUNITY CHARTER SCHOOL,261600860826,261600,ROCHESTER CITY SD,26,MONROE,3600029
SCHOOL 28-HENRY HUDSON,261600010028,261600,ROCHESTER CITY SD,26,MONROE,
IDA B WELLS-BARNETT ELEMENTARY SCHOOL 34,261600010034,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 4-GEORGE MATHER FORBES,261600010004,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 54-FLOWER CITY COMMUNITY SCHOOL,261600010054,261600,ROCHESTER CITY SD,26,MONROE,
AUSTIN STEWARD ELEMENTARY SCHOOL 46,261600010046,261600,ROCHESTER CITY SD,26,MONROE,
JOSEPH C WILSON FOUNDATION ACADEMY,261600010068,261600,ROCHESTER CITY SD,26,MONROE,
ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL,261600010102,261600,ROCHESTER CITY SD,26,MONROE,
ACADEMY OF HEALTH SCIENCES CHARTER SCHOOL,261600861153,261600,ROCHESTER CITY SD,26,MONROE,3601190
ANDREW A LANGSTON MIDDLE SCHOOL,261600010110,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 5-JOHN WILLIAMS,261600010005,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 14-CHESTER DEWEY,261600010014,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 7-VIRGIL GRISSOM,261600010007,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 20-HENRY LOMB SCHOOL,261600010020,261600,ROCHESTER CITY SD,26,MONROE,
ROCHESTERCITY SD - PRESCHOOL-PARENT PROGRAM,800000050538,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 45-MARY MCLEOD BETHUNE,261600010045,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 50-HELEN BARRETT MONTGOMERY,261600010050,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL OF THE ARTS,261600010074,261600,ROCHESTER CITY SD,26,MONROE,
SCHOOL 22-LINCOLN SCHOOL,261600010022,261600,ROCHESTER CITY SD,26,MONROE,
DR FREDDIE THOMAS HIGH SCHOOL,261600010085,261600,ROCHESTER CITY SD,26,MONROE,
SKILLED TRADES AT EDISON,261600010083,261600,ROCHESTER CITY SD,26,MONROE,
"ROCHESTER SCIENCE, TECHNOLOGY, ENGINEERING AND MATH HIGH SCHOOL",261600010096,261600,ROCHESTER CITY SD,26,MONROE,
LEADERSHIP ACADEMY FOR YOUNG MEN ,261600010103,261600,ROCHESTER CITY SD,26,MONROE,
THURGOOD MARSHALL MIDDLE SCHOOL,261600010113,261600,ROCHESTER CITY SD,26,MONROE,
ROCHESTER ACADEMY OF SCIENCE CHARTER SCHOOL,261600861193,261600,ROCHESTER CITY SD,26,MONROE,3680965
INDUSTRY LIMITED SECURE SCHOOL,261701977655,261701,RUSH-HENRIETTA CSD,26,MONROE,
EMMA E SHERMAN ELEMENTARY SCHOOL,261701060012,261701,RUSH-HENRIETTA CSD,26,MONROE,
MONICA B LEARY ELEMENTARY SCHOOL,261701060004,261701,RUSH-HENRIETTA CSD,26,MONROE,
RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,261701060000,261701,RUSH-HENRIETTA CSD,26,MONROE,3625170
FLOYD S WINSLOW ELEMENTARY SCHOOL,261701060006,261701,RUSH-HENRIETTA CSD,26,MONROE,
NINTH GRADE ACADEMY,261701060009,261701,RUSH-HENRIETTA CSD,26,MONROE,
CHARLES H ROTH JUNIOR HIGH SCHOOL,261701060014,261701,RUSH-HENRIETTA CSD,26,MONROE,
ETHEL K FYLE ELEMENTARY SCHOOL,261701060002,261701,RUSH-HENRIETTA CSD,26,MONROE,
MARY K VOLLMER ELEMENTARY SCHOOL,261701060016,261701,RUSH-HENRIETTA CSD,26,MONROE,
RUSH-HENRIETTA SENIOR HIGH SCHOOL,261701060013,261701,RUSH-HENRIETTA CSD,26,MONROE,
HENRY V BURGER JUNIOR HIGH SCHOOL,261701060015,261701,RUSH-HENRIETTA CSD,26,MONROE,
DAVID B CRANE ELEMENTARY SCHOOL,261701060005,261701,RUSH-HENRIETTA CSD,26,MONROE,
FRED W HILL SCHOOL,261801060006,261801,BROCKPORT CSD,26,MONROE,
BARCLAY ELEMENTARY SCHOOL,261801060004,261801,BROCKPORT CSD,26,MONROE,
BROCKPORT CENTRAL SCHOOL DISTRICT,261801060000,261801,BROCKPORT CSD,26,MONROE,3605580
