Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free,Student_teacher_ratio,American Indian/Alaska Native,Asian,Black,Hispanic,White,Native Hawaiian/Pacific Islander,Two or More Races
2023-2025,NYC DOE,P.S. 69 - QUEENS,Queens,Public School,Q069,https://www.schools.nyc.gov/schools/Q069,83.0,0.0,83.0,0.0,Yes,83,0,Yes,Yes,Complete,77-02 37 AVENUE,QUEENS,NY,11372,12/13/2024,"(40.748804, -73.888457)","(40.748804, -73.888457)",PS 69 QUEENS,,579.0,813.0,0.7121771217712177,16.85,0.013530135301353014,0.4944649446494465,0.004920049200492005,0.3837638376383764,0.07257072570725707,0.0024600246002460025,0.028290282902829027
2023-2025,NYC DOE,P.S. 69 - STATEN ISLAND,Richmond,Public School,R069,https://www.schools.nyc.gov/schools/R069,143.0,143.0,0.0,0.0,Yes,143,0,Yes,Yes,Complete,144 KEATING PLACE,Staten Island,NY,10314,06/28/2024,"(40.59148, -74.157327)","(40.59148, -74.157327)",PS 69 STATEN ISLAND,,509.0,729.0,0.6982167352537723,9.0,0.00411522633744856,0.3772290809327846,0.02880658436213992,0.2112482853223594,0.36213991769547327,0.0,0.01646090534979424
2023-2025,NYC DOE,P.S. 69 MINISCHOOL - BRONX,Bronx,Public School,X869,https://www.schools.nyc.gov/schools/X069,12.0,12.0,0.0,0.0,Yes,12,0,Yes,Yes,Complete,560 THIERIOT AVENUE,Bronx,NY,10473,08/17/2023,"(40.8167, -73.86046)","(40.8167, -73.86046)",PS 69 MINISCHOOL BRONX,,389.0,436.0,0.8922018348623854,12.26,0.01834862385321101,0.034403669724770644,0.18577981651376146,0.6972477064220184,0.027522935779816515,0.027522935779816515,0.009174311926605505
2023-2025,NYC DOE,P.S. 69 PORTABLE - QUEENS,Queens,Public School,Q869,https://www.schools.nyc.gov/schools/Q069,5.0,0.0,5.0,0.0,Yes,4,1,Yes,Yes,Ongoing,77-02 37 AVENUE,QUEENS,NY,11372,05/03/2024,"(40.748804, -73.888457)","(40.748804, -73.888457)",PS 69 PORTABLE QUEENS,,579.0,813.0,0.7121771217712177,16.85,0.013530135301353014,0.4944649446494465,0.004920049200492005,0.3837638376383764,0.07257072570725707,0.0024600246002460025,0.028290282902829027
2023-2025,NYC DOE,P.S. 7 - BRONX,Bronx,Public School,X007,https://www.schools.nyc.gov/schools/X007,61.0,61.0,0.0,0.0,Yes,61,0,Yes,Yes,Complete,3201 KINGSBRIDGE AVENUE,Bronx,NY,10463,03/08/2024,"(40.881562, -73.905697)","(40.881562, -73.905697)",PS 7 BRONX,,305.0,320.0,0.953125,13.91,0.003125,0.0,0.26875,0.71875,0.009375,0.0,0.0
2023-2025,NYC DOE,P.S. 7 - BROOKLYN,Kings,Public School,K007,https://www.schools.nyc.gov/schools/K004,127.0,0.0,127.0,0.0,Yes,127,0,Yes,Yes,Complete,858 JAMAICA AVENUE,BROOKLYN,NY,11208,07/11/2025,"(40.689213, -73.872983)","(40.689213, -73.872983)",PS 7 BROOKLYN,,412.0,450.0,0.9155555555555556,5.52,0.024444444444444446,0.13333333333333333,0.3622222222222222,0.24888888888888888,0.21555555555555556,0.0044444444444444444,0.011111111111111112
2023-2025,NYC DOE,P.S. 7 - MANHATTAN,Manhattan,Public School,M007,https://www.schools.nyc.gov/schools/M007,89.0,0.0,89.0,0.0,Yes,89,0,Yes,Yes,Complete,160 EAST 120 STREET,MANHATTAN,NY,10035,07/11/2025,"(40.800616, -73.939374)","(40.800616, -73.939374)",PS 7 MANHATTAN,,162.0,176.0,0.9204545454545454,4.28,0.005681818181818182,0.03977272727272727,0.3806818181818182,0.4602272727272727,0.10227272727272728,0.0,0.011363636363636364
2023-2025,NYC DOE,P.S. 7 - QUEENS,Queens,Public School,Q007,https://www.schools.nyc.gov/schools/Q255,112.0,0.0,112.0,0.0,Yes,108,4,Yes,Yes,Ongoing,80-55 CORNISH AVENUE,QUEENS,NY,11373,04/05/2024,"(40.739644, -73.882446)","(40.739644, -73.882446)",PS 7 QUEENS,,1024.0,1198.0,0.8547579298831386,15.34,0.015859766277128547,0.5767946577629383,0.008347245409015025,0.3622704507512521,0.025041736227045076,0.001669449081803005,0.01001669449081803
2023-2025,NYC DOE,P.S. 70 - BRONX,Bronx,Public School,X070,https://www.schools.nyc.gov/schools/X070,62.0,62.0,0.0,0.0,Yes,62,0,Yes,Yes,Complete,1691 WEEKS AVENUE,Bronx,NY,10457,02/22/2024,"(40.844236, -73.90807)","(40.844236, -73.90807)",PS 70 BRONX,,755.0,768.0,0.9830729166666666,10.43,0.006510416666666667,0.0078125,0.203125,0.7799479166666666,0.0013020833333333333,0.0,0.0013020833333333333
2023-2025,NYC DOE,P.S. 70 - QUEENS,Queens,Public School,Q070,https://www.schools.nyc.gov/schools/Q070,144.0,0.0,144.0,0.0,Yes,135,9,Yes,Yes,Ongoing,30-44 43rd Street,QUEENS,NY,11103,04/05/2024,"(40.761762, -73.913964)","(40.761762, -73.913964)",PS 70 QUEENS,,616.0,809.0,0.761433868974042,15.22,0.009888751545117428,0.1100123609394314,0.027194066749072928,0.4276885043263288,0.39184177997527814,0.0012360939431396785,0.032138442521631644
2023-2025,NYC DOE,P.S. 70 MINISCHOOL - BRONX,Bronx,Public School,X870,https://www.schools.nyc.gov/schools/X070,9.0,9.0,0.0,0.0,Yes,9,0,Yes,,,1691 WEEKS AVENUE,Bronx,NY,10457,08/17/2023,"(40.844236, -73.90807)","(40.844236, -73.90807)",PS 70 MINISCHOOL BRONX,,755.0,768.0,0.9830729166666666,10.43,0.006510416666666667,0.0078125,0.203125,0.7799479166666666,0.0013020833333333333,0.0,0.0013020833333333333
2023-2025,NYC DOE,P.S. 71 - BRONX,Bronx,Public School,X071,https://www.schools.nyc.gov/schools/X071,56.0,0.0,56.0,0.0,Yes,56,0,Yes,Yes,Complete,3040 ROBERTS AVENUE,BRONX,NY,10461,07/11/2025,"(40.845379, -73.829562)","(40.845379, -73.829562)",PS 71 BRONX,,899.0,1157.0,0.777009507346586,12.74,0.00432152117545376,0.12878133102852204,0.05704407951598963,0.6188418323249784,0.17545375972342264,0.005185825410544511,0.010371650821089023
2023-2025,NYC DOE,P.S. 71 - QUEENS,Queens,Public School,Q071,https://www.schools.nyc.gov/schools/Q071,44.0,44.0,0.0,0.0,Yes,44,0,Yes,Yes,Complete,62-85 FOREST AVENUE,Queens,NY,11385,03/08/2024,"(40.711388, -73.904798)","(40.711388, -73.904798)",PS 71 QUEENS,,421.0,516.0,0.8158914728682171,14.79,0.01937984496124031,0.046511627906976744,0.005813953488372093,0.627906976744186,0.2810077519379845,0.011627906976744186,0.007751937984496124
2023-2025,NYC DOE,P.S. 72 - BRONX,Bronx,Public School,X072,https://www.schools.nyc.gov/schools/X072,86.0,0.0,86.0,0.0,Yes,86,0,Yes,,,2951 DEWEY AVENUE,BRONX,NY,10465,07/12/2024,"(40.823237, -73.818172)","(40.823237, -73.818172)",PS 72 BRONX,,483.0,581.0,0.8313253012048193,13.49,0.0034423407917383822,0.0774526678141136,0.1686746987951807,0.6867469879518072,0.05679862306368331,0.0034423407917383822,0.0034423407917383822
2023-2025,NYC DOE,P.S. 72 - BROOKLYN,Kings,Public School,K072,https://www.schools.nyc.gov/schools/K677,135.0,0.0,135.0,0.0,Yes,135,0,Yes,Yes,Complete,605 SHEPHERD AVENUE,BROOKLYN,NY,11208,01/10/2025,"(40.669358, -73.879131)","(40.669358, -73.879131)",PS 72 BROOKLYN,,412.0,450.0,0.9155555555555556,5.52,0.024444444444444446,0.13333333333333333,0.3622222222222222,0.24888888888888888,0.21555555555555556,0.0044444444444444444,0.011111111111111112
2023-2025,NYC DOE,P.S. 72 - MANHATTAN,Manhattan,Public School,M072,https://www.schools.nyc.gov/schools/M072,49.0,0.0,49.0,0.0,Yes,49,0,Yes,Yes,Complete,131 EAST 104 STREET,MANHATTAN,NY,10029,10/04/2024,"(40.791444, -73.94745)","(40.791444, -73.94745)",PS 72 MANHATTAN,,162.0,176.0,0.9204545454545454,4.28,0.005681818181818182,0.03977272727272727,0.3806818181818182,0.4602272727272727,0.10227272727272728,0.0,0.011363636363636364
2023-2025,NYC DOE,P.S. 721 (OTC) - BRONX,Bronx,Public School,X722,https://www.schools.nyc.gov/schools/X721,42.0,0.0,0.0,42.0,Yes,38,4,Yes,Yes,Ongoing,2697 WESTCHESTER AVENUE,Bronx,NY,10461,04/18/2025,"(40.842725, -73.839114)","(40.842725, -73.839114)",PS 721 BRONX,,474.0,495.0,0.9575757575757575,5.71,0.010101010101010102,0.030303030303030304,0.34949494949494947,0.5777777777777777,0.028282828282828285,0.00202020202020202,0.00202020202020202
2023-2025,NYC DOE,P.S. 721 OTC - BROOKLYN,Kings,Public School,K722,https://www.schools.nyc.gov/schools/K721,118.0,0.0,0.0,118.0,Yes,110,8,Yes,Yes,Ongoing,64 AVENUE X,Brooklyn,NY,11223,04/04/2025,"(40.58807, -73.981925)","(40.58807, -73.981925)",PS 721 OTC BROOKLYN,,412.0,450.0,0.9155555555555556,5.52,0.024444444444444446,0.13333333333333333,0.3622222222222222,0.24888888888888888,0.21555555555555556,0.0044444444444444444,0.011111111111111112
2023-2025,NYC DOE,P.S. 723 - BRONX,Bronx,Public School,X701,https://www.schools.nyc.gov/schools/X723,3.0,0.0,3.0,0.0,Yes,3,0,Yes,,,3540 BIVONA STREET,BRONX,NY,10475,06/28/2024,"(40.88298, -73.831856)","(40.88298, -73.831856)",PS 723 BRONX,,353.0,377.0,0.9363395225464191,4.26,0.021220159151193633,0.013262599469496022,0.3740053050397878,0.5251989389920424,0.0636604774535809,0.002652519893899204,0.0
2023-2025,NYC DOE,P.S. 73 - BRONX,Bronx,Public School,X073,https://www.schools.nyc.gov/schools/X073,45.0,45.0,0.0,0.0,Yes,45,0,Yes,Yes,Complete,1020 ANDERSON AVENUE,Bronx,NY,10452,12/15/2023,"(40.832609, -73.926415)","(40.832609, -73.926415)",PS 73 BRONX,,305.0,320.0,0.953125,13.91,0.003125,0.0,0.26875,0.71875,0.009375,0.0,0.0
2023-2025,NYC DOE,P.S. 73 - BROOKLYN,Kings,Public School,K073,https://www.schools.nyc.gov/schools/K599,37.0,37.0,0.0,0.0,Yes,37,0,Yes,,,251 MAC DOUGAL STREET,Brooklyn,NY,11233,10/10/2023,"(40.680679, -73.910719)","(40.680679, -73.910719)",PS 73 BROOKLYN,,238.0,643.0,0.3701399688958009,14.18,0.0015552099533437014,0.04043545878693624,0.14152410575427682,0.2223950233281493,0.432348367029549,0.0015552099533437014,0.15707620528771385
2023-2025,NYC DOE,P.S. 73 MINISCHOOL - BRONX,Bronx,Public School,X873,https://www.schools.nyc.gov/schools/X073,5.0,5.0,0.0,0.0,Yes,5,0,Yes,,,1020 ANDERSON AVENUE,Bronx,NY,10452,08/17/2023,"(40.832609, -73.926415)","(40.832609, -73.926415)",PS 73 MINISCHOOL BRONX,,305.0,320.0,0.953125,13.91,0.003125,0.0,0.26875,0.71875,0.009375,0.0,0.0
2023-2025,NYC DOE,P.S. 74 - STATEN ISLAND,Richmond,Public School,R831,https://www.schools.nyc.gov/schools/R074,12.0,0.0,0.0,12.0,Yes,12,0,Yes,Yes,,211 DANIEL LOW TERRACE,Staten Island,NY,10301,04/18/2025,"(40.638993, -74.079438)","(40.638993, -74.079438)",PS 74 STATEN ISLAND,,239.0,252.0,0.9484126984126984,9.81,0.007936507936507936,0.04365079365079365,0.25396825396825395,0.6071428571428571,0.07936507936507936,0.003968253968253968,0.003968253968253968
2023-2025,NYC DOE,P.S. 74 GYM ANNEX - STATEN ISLAND,Richmond,Public School,R700,https://www.schools.nyc.gov/schools/R074,4.0,0.0,0.0,4.0,Yes,4,0,Yes,Yes,,211 Daniel Low Terrace,Staten Island,NY,10301,04/18/2025,"(40.639087, -74.079922)","(40.639087, -74.079922)",PS 74 GYM ANNEX STATEN ISLAND,,239.0,252.0,0.9484126984126984,9.81,0.007936507936507936,0.04365079365079365,0.25396825396825395,0.6071428571428571,0.07936507936507936,0.003968253968253968,0.003968253968253968
2023-2025,NYC DOE,P.S. 75 - BRONX,Bronx,Public School,X075,https://www.schools.nyc.gov/schools/X075,48.0,0.0,48.0,0.0,Yes,48,0,Yes,Yes,Complete,984 FAILE STREET,BRONX,NY,10459,02/07/2025,"(40.822314, -73.888948)","(40.822314, -73.888948)",PS 75 BRONX,,468.0,499.0,0.9378757515030061,15.5,0.008016032064128256,0.012024048096192385,0.218436873747495,0.7234468937875751,0.02004008016032064,0.002004008016032064,0.01603206412825651
2023-2025,NYC DOE,P.S. 75 - BROOKLYN,Kings,Public School,K075,https://www.schools.nyc.gov/schools/K075,41.0,41.0,0.0,0.0,Yes,41,0,Yes,Yes,Complete,95 GROVE STREET,Brooklyn,NY,11221,07/12/2024,"(40.693261, -73.921336)","(40.693261, -73.921336)",PS 75 BROOKLYN,,198.0,207.0,0.9565217391304348,10.04,0.0,0.01932367149758454,0.17391304347826086,0.7729468599033816,0.028985507246376812,0.0,0.004830917874396135
2023-2025,NYC DOE,P.S. 75 - MANHATTAN,Manhattan,Public School,M075,https://www.schools.nyc.gov/schools/M075,53.0,0.0,53.0,0.0,Yes,53,0,Yes,Yes,Complete,735 WEST END AVENUE,MANHATTAN,NY,10025,12/13/2024,"(40.795109, -73.973996)","(40.795109, -73.973996)",PS 75 MANHATTAN,,330.0,480.0,0.6875,6.58,0.004166666666666667,0.03125,0.14166666666666666,0.5583333333333333,0.23125,0.0020833333333333333,0.029166666666666667
2023-2025,NYC DOE,P.S. 75 (R PERRY SCHOOL)-QUEENS,Queens,Public School,Q075,https://www.schools.nyc.gov/schools/Q075,57.0,0.0,57.0,0.0,Yes,57,0,Yes,,,16-66 HANCOCK STREET,QUEENS,NY,11385,06/28/2024,"(40.698699, -73.904888)","(40.698699, -73.904888)",PS 75QUEENS,,546.0,686.0,0.7959183673469388,14.32,0.38629737609329445,0.2696793002915452,0.0597667638483965,0.21428571428571427,0.02478134110787172,0.02040816326530612,0.02478134110787172
2023-2025,NYC DOE,P.S. 75 MINISCHOOL - BROOKLYN,Kings,Public School,K875,https://www.schools.nyc.gov/schools/K075,10.0,10.0,0.0,0.0,Yes,10,0,Yes,,,95 GROVE STREET,Brooklyn,NY,11221,08/17/2023,"(40.693261, -73.921336)","(40.693261, -73.921336)",PS 75 MINISCHOOL BROOKLYN,,198.0,207.0,0.9565217391304348,10.04,0.0,0.01932367149758454,0.17391304347826086,0.7729468599033816,0.028985507246376812,0.0,0.004830917874396135
2023-2025,NYC DOE,P.S. 751 (CAR.DEV/OLD 25) - M,Manhattan,Public School,M751,https://www.schools.nyc.gov/schools/M751,20.0,0.0,0.0,20.0,Yes,18,2,Yes,Yes,Ongoing,113 EAST  4TH STREET,Manhattan,NY,10003,04/04/2025,"(40.725892, -73.987791)","(40.725892, -73.987791)",PS 751 M,,61.0,362.0,0.1685082872928177,15.08,0.0,0.17679558011049723,0.03314917127071823,0.1464088397790055,0.580110497237569,0.0,0.06353591160220995
2023-2025,NYC DOE,P.S. 752 (OLD J142) - QUEENS,Queens,Public School,Q142,https://www.schools.nyc.gov/schools/M645,46.0,0.0,0.0,46.0,Yes,39,7,Yes,Yes,Ongoing,142-10 LINDEN BOULEVARD,Queens,NY,11436,03/21/2025,"(40.683473, -73.800875)","(40.683473, -73.800875)",PS 752 QUEENS,,546.0,686.0,0.7959183673469388,14.32,0.38629737609329445,0.2696793002915452,0.0597667638483965,0.21428571428571427,0.02478134110787172,0.02040816326530612,0.02478134110787172
2023-2025,NYC DOE,P.S. 753 (OLD P85/STERLING HS) - K,Kings,Public School,K085,https://www.schools.nyc.gov/schools/K753,51.0,0.0,0.0,51.0,Yes,46,5,Yes,Yes,Ongoing,510 CLERMONT AVENUE,Brooklyn,NY,11238,03/21/2025,"(40.682576, -73.969248)","(40.682576, -73.969248)",PS 753 K,,337.0,362.0,0.930939226519337,3.92,0.0027624309392265192,0.0055248618784530384,0.6906077348066298,0.23204419889502761,0.052486187845303865,0.008287292817679558,0.008287292817679558
2023-2025,NYC DOE,P.S. 754 (OLD IS155) - BRONX,Bronx,Public School,X155,https://www.schools.nyc.gov/schools/X754,51.0,0.0,51.0,0.0,Yes,51,0,Yes,,,470 JACKSON AVENUE,BRONX,NY,10455,06/28/2024,"(40.811051, -73.909363)","(40.811051, -73.909363)",PS 754 BRONX,,432.0,441.0,0.9795918367346939,11.92,0.0,0.0045351473922902496,0.2290249433106576,0.7369614512471655,0.022675736961451247,0.0,0.006802721088435374
2023-2025,NYC DOE,P.S. 76 - BRONX,Bronx,Public School,X076,https://www.schools.nyc.gov/schools/X076,36.0,0.0,36.0,0.0,Yes,36,0,Yes,,,900 ADEE AVENUE,BRONX,NY,10469,05/03/2024,"(40.869059, -73.860928)","(40.869059, -73.860928)",PS 76 BRONX,,521.0,612.0,0.8513071895424836,11.22,0.004901960784313725,0.04738562091503268,0.3235294117647059,0.5392156862745098,0.06862745098039216,0.008169934640522876,0.008169934640522876
2023-2025,NYC DOE,P.S. 76 - MANHATTAN,Manhattan,Public School,M076,https://www.schools.nyc.gov/schools/M226,91.0,0.0,91.0,0.0,Yes,91,0,Yes,Yes,Complete,220 WEST 121 STREET,MANHATTAN,NY,10027,09/20/2024,"(40.806534, -73.951451)","(40.806534, -73.951451)",PS 76 MANHATTAN,,256.0,268.0,0.9552238805970149,11.17,0.007462686567164179,0.0037313432835820895,0.5895522388059702,0.2947761194029851,0.09328358208955224,0.0,0.011194029850746268
2023-2025,NYC DOE,P.S. 76 - QUEENS,Queens,Public School,Q076,https://www.schools.nyc.gov/schools/Q076,132.0,132.0,0.0,0.0,Yes,132,0,Yes,Yes,Complete,36-36 10 Street,Queens,NY,11106,08/17/2023,"(40.760862, -73.94163)","(40.760862, -73.94163)",PS 76 QUEENS,,416.0,457.0,0.9102844638949672,10.34,0.010940919037199124,0.05470459518599562,0.18818380743982493,0.6345733041575492,0.0962800875273523,0.00437636761487965,0.010940919037199124
2023-2025,NYC DOE,P.S. 768 - BROOKLYN,Kings,Public School,K768,https://www.schools.nyc.gov/schools/K112,50.0,50.0,0.0,0.0,Yes,50,0,Yes,Yes,Complete,7301 15th Avenue,Brooklyn,NY,11228,10/20/2023,"(40.618726, -74.0019)","(40.618726, -74.0019)",PS 768 BROOKLYN,,238.0,643.0,0.3701399688958009,14.18,0.0015552099533437014,0.04043545878693624,0.14152410575427682,0.2223950233281493,0.432348367029549,0.0015552099533437014,0.15707620528771385
2023-2025,NYC DOE,P.S. 77 ANNEX - BROOKLYN,Kings,Public School,K902,https://www.schools.nyc.gov/schools/K077,16.0,0.0,16.0,0.0,Yes,16,0,Yes,Yes,Complete,62 PARK PLACE,BROOKLYN,NY,11217,08/09/2024,"(40.678809, -73.976648)","(40.678809, -73.976648)",PS 77 ANNEX BROOKLYN,,345.0,381.0,0.905511811023622,5.37,0.007874015748031496,0.1942257217847769,0.3989501312335958,0.24934383202099739,0.14173228346456693,0.0026246719160104987,0.005249343832020997
2023-2025,NYC DOE,P.S. 78 - BRONX,Bronx,Public School,X078,https://www.schools.nyc.gov/schools/X078,50.0,0.0,50.0,0.0,Yes,50,0,Yes,,,1400 NEEDHAM AVENUE,BRONX,NY,10469,05/03/2024,"(40.878474, -73.850563)","(40.878474, -73.850563)",PS 78 BRONX,,519.0,586.0,0.8856655290102389,13.39,0.005119453924914676,0.017064846416382253,0.6023890784982935,0.3378839590443686,0.030716723549488054,0.0034129692832764505,0.0034129692832764505
2023-2025,NYC DOE,P.S. 78 - QUEENS,Queens,Public School,Q868,https://www.schools.nyc.gov/schools/Q078,61.0,61.0,0.0,0.0,Yes,61,0,Yes,Yes,Complete,48-09 CENTER BOULEVARD,Queens,NY,11109,03/08/2024,"(40.744368, -73.957177)","(40.744368, -73.957177)",PS 78 QUEENS,,172.0,759.0,0.22661396574440051,16.82,0.006587615283267457,0.2977602108036891,0.05006587615283267,0.20685111989459815,0.3570487483530962,0.007905138339920948,0.07246376811594203
2023-2025,NYC DOE,P.S. 79 - BRONX,Bronx,Public School,X079,https://www.schools.nyc.gov/schools/X382,101.0,0.0,101.0,0.0,Yes,101,0,Yes,,,125 EAST 181 STREET,BRONX,NY,10453,06/28/2024,"(40.855337, -73.903139)","(40.855337, -73.903139)",PS 79 BRONX,,432.0,441.0,0.9795918367346939,11.92,0.0,0.0045351473922902496,0.2290249433106576,0.7369614512471655,0.022675736961451247,0.0,0.006802721088435374
2023-2025,NYC DOE,P.S. 79 - QUEENS,Queens,Public School,Q079,https://www.schools.nyc.gov/schools/Q079,75.0,75.0,0.0,0.0,Yes,75,0,Yes,Yes,Complete,147-27 15 DRIVE,Queens,NY,11357,03/08/2024,"(40.786201, -73.817338)","(40.786201, -73.817338)",PS 79 QUEENS,,675.0,1057.0,0.6385998107852412,16.28,0.003784295175023652,0.6083254493850521,0.015137180700094607,0.22138126773888364,0.1390728476821192,0.002838221381267739,0.00946073793755913
