Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free,Student_teacher_ratio,American Indian/Alaska Native,Asian,Black,Hispanic,White,Native Hawaiian/Pacific Islander,Two or More Races
2023-2025,HANNIBAL CENTRAL SCHOOL,HANNIBAL HIGH SCHOOL,Oswego,Public School,460701040002,hannibalcsd.org/Page/35,41.0,0.0,41.0,0.0,No,39,2,Yes,Yes,Complete,"HANNIBAL HIGH SCHOOL, 928 Cayuga Street",HANNIBAL,NY,13074,05/13/2024,,,HANNIBAL HIGH SCHOOL,,241.0,380.0,0.6342105263157894,11.4,0.002631578947368421,0.002631578947368421,0.002631578947368421,0.031578947368421054,0.9421052631578948,0.002631578947368421,0.015789473684210527
2023-2025,HARBORFIELDS CENTRAL SCHOOL,HARBORFIELDS S H S,Suffolk,Public School,580406060007,https://harborfieldscsd.net/76225_3,28.0,0.0,0.0,28.0,No,27,1,Yes,Yes,Ongoing,TAYLOR AVE,GREENLAWN,NY,11740,02/19/2025,,,HARBORFIELDS S,,172.0,928.0,0.1853448275862069,10.92,0.0010775862068965517,0.0668103448275862,0.040948275862068964,0.17995689655172414,0.6605603448275862,0.0,0.05064655172413793
2023-2025,HARBORFIELDS CENTRAL SCHOOL,OLDFIELD J H S,Suffolk,Public School,580406060005,https://harborfieldscsd.net/76225_3,40.0,0.0,0.0,40.0,No,39,1,Yes,Yes,Ongoing,2 OLDFIELD RD,GREENLAWN,NY,11740,02/19/2025,,,OLDFIELD S,,109.0,629.0,0.17329093799682035,10.7,0.0,0.06041335453100159,0.03815580286168521,0.178060413354531,0.6899841017488076,0.0,0.033386327503974564
2023-2025,HARBORFIELDS CENTRAL SCHOOL,THOMAS J LAHEY ELEM SCHOOL,Suffolk,Public School,580406060009,https://harborfieldscsd.net/76225_3,10.0,0.0,0.0,10.0,Yes,10,0,Yes,,,PULASKI RD,GREENLAWN,NY,11740,02/19/2025,,,THOMAS LAHEY  SCHOOL,,83.0,581.0,0.14285714285714285,10.7,0.0,0.04991394148020654,0.024096385542168676,0.20137693631669534,0.693631669535284,0.0,0.03098106712564544
2023-2025,HARBORFIELDS CENTRAL SCHOOL,WASHINGTON DRIVE PRIMARY SCHOOL,Suffolk,Public School,580406060001,https://harborfieldscsd.net/76225_3,15.0,0.0,0.0,15.0,Yes,15,0,Yes,,,95 WASHINGTON DR,CENTERPORT,NY,11721,02/19/2025,,,WASHINGTON DRIVE  SCHOOL,,71.0,629.0,0.11287758346581876,10.67,0.0,0.057233704292527825,0.02702702702702703,0.15580286168521462,0.7011128775834659,0.0,0.058823529411764705
2023-2025,HARRISON CENTRAL SCHOOL,HARRISON AVENUE ELEM SCHOOL,Westchester,Public School,660501060002,harrisoncsd.org,81.0,,81.0,,Yes,79,2,Yes,Yes,Ongoing,HARRISON AVE,HARRISON,NY,10528,03/28/2025,,,HARRISON AVENUE  SCHOOL,,51.0,585.0,0.08717948717948718,12.49,0.0017094017094017094,0.1641025641025641,0.023931623931623933,0.14358974358974358,0.6170940170940171,0.0,0.04957264957264957
2023-2025,HARRISON CENTRAL SCHOOL,HARRISON H S,Westchester,Public School,660501060004,harrisoncsd.org,54.0,,54.0,,,51,3,Yes,Yes,Ongoing,UNION AVE,HARRISON,NY,10528,03/28/2025,,,HARRISON S,,257.0,1097.0,0.23427529626253418,9.94,0.0009115770282588879,0.07839562443026436,0.0300820419325433,0.21969006381039197,0.6526891522333638,0.0,0.018231540565177756
2023-2025,HARRISON CENTRAL SCHOOL,LOUIS M KLEIN MIDDLE SCHOOL,Westchester,Public School,660501060009,harrisoncsd.org,69.0,,69.0,,,53,16,Yes,Yes,Ongoing,50 UNION AVE,HARRISON,NY,10528,03/28/2025,,,LOUIS KLEIN MIDDLE SCHOOL,,193.0,864.0,0.22337962962962962,9.34,0.0011574074074074073,0.14699074074074073,0.03009259259259259,0.20833333333333334,0.5752314814814815,0.0011574074074074073,0.037037037037037035
2023-2025,HARRISON CENTRAL SCHOOL,PARSONS MEMORIAL SCHOOL,Westchester,Public School,660501060003,harrisoncsd.org,32.0,,32.0,,,31,1,Yes,Yes,Ongoing,200 HALSTEAD AVE,HARRISON,NY,10528,03/28/2025,,,PARSONS MEMORIAL SCHOOL,,121.0,492.0,0.2459349593495935,11.1,0.0020325203252032522,0.37601626016260165,0.028455284552845527,0.2032520325203252,0.34959349593495936,0.0,0.04065040650406504
2023-2025,HARRISON CENTRAL SCHOOL,PURCHASE SCHOOL,Westchester,Public School,660501060005,harrisoncsd.org,61.0,,61.0,,,56,5,Yes,Yes,Ongoing,PURCHASE ST,PURCHASE,NY,10577,03/28/2025,,,PURCHASE SCHOOL,,28.0,364.0,0.07692307692307693,10.98,0.0,0.054945054945054944,0.005494505494505495,0.1346153846153846,0.6978021978021978,0.0,0.10714285714285714
2023-2025,HARRISON CENTRAL SCHOOL,SAMUAL J PRESTON SCHOOL,Westchester,Public School,660501060008,harrisoncsd.org,45.0,,45.0,,,41,4,Yes,Yes,Ongoing,TAYLOR AVE,WHITE PLAINS,NY,10604,03/28/2025,,,SAMUAL PRESTON SCHOOL,,103.0,340.0,0.3029411764705882,10.85,0.0,0.03529411764705882,0.01764705882352941,0.34705882352941175,0.5705882352941176,0.0,0.029411764705882353
2023-2025,HARRISVILLE CENTRAL SCHOOL,HARRISVILLE ELEM SCHOOL,Lewis,Public School,230301040001,https://www.hcsk12.org/,33.0,0.0,33.0,0.0,Yes,25,8,Yes,Yes,Ongoing,14371 Pirate Lane,HARRISVILLE,NY,13648,11/19/2024,,,HARRISVILLE  SCHOOL,,99.0,169.0,0.5857988165680473,11.11,0.0,0.0,0.0,0.023668639053254437,0.9289940828402367,0.0,0.047337278106508875
2023-2025,HARRISVILLE CENTRAL SCHOOL,HARRISVILLE J S H S,Lewis,Public School,230301040002,https://www.hcsk12.org/,20.0,0.0,20.0,0.0,Yes,18,2,Yes,Yes,Ongoing,14371 Pirate Lane,HARRISVILLE,NY,13648,11/19/2024,,,HARRISVILLE S,,99.0,169.0,0.5857988165680473,11.11,0.0,0.0,0.0,0.023668639053254437,0.9289940828402367,0.0,0.047337278106508875
2023-2025,HARTFORD CENTRAL SCHOOL,HARTFORD ELEM/MIDDLE/HIGH SCHOOL,Washington,Public School,641001040001,www.hartfordcsd.org,30.0,0.0,30.0,0.0,Yes,10,20,Yes,Yes,Complete,4704 STATE ROUTE 149,HARTFORD,NY,12838,12/18/2024,,,HARTFORD /MIDDLE/HIGH SCHOOL,,97.0,215.0,0.4511627906976744,8.52,0.0,0.004651162790697674,0.0,0.037209302325581395,0.9441860465116279,0.0,0.013953488372093023
2023-2025,HASTINGS ON HUDSON U F S,FARRAGUT MIDDLE SCHOOL,Westchester,Public School,660404030002,https://www.hohschools.org/departments/buildings-grounds/water-testing-results,27.0,0.0,27.0,0.0,Yes,24,3,Yes,Yes,Ongoing,27 FARRAGUT AVE,HASTINGS-ON-HUDSON,NY,10706,06/18/2024,,,FARRAGUT MIDDLE SCHOOL,,,,,9.67,,,,,,,
2023-2025,HASTINGS ON HUDSON U F S,HASTINGS H S,Westchester,Public School,660404030003,https://www.hohschools.org/departments/buildings-grounds/water-testing-results,12.0,0.0,12.0,0.0,Yes,12,0,Yes,Yes,Complete,FARRAGUT AVE,HASTINGS HDSN,NY,10706,06/28/2024,,,HASTINGS S,,,,,9.67,,,,,,,
2023-2025,HASTINGS ON HUDSON U F S,HILLSIDE ELEMENTARY SCHOOL,Westchester,Public School,660404030001,https://www.hohschools.org/departments/buildings-grounds/water-testing-results,59.0,0.0,59.0,0.0,Yes,46,13,Yes,Yes,Ongoing,120 LEFURGY AVE,HASTINGS HDSN,NY,10706,06/28/2024,,,HILLSIDE ELEMENTARY SCHOOL,,,,,10.64,,,,,,,
2023-2025,HAUPPAUGE UNION FREE SCHOOLS,BRETTON WOODS ELEM SCHOOL,Suffolk,Public School,580506030004,https://www.hauppauge.k12.ny.us/,50.0,0.0,50.0,0.0,Yes,33,17,Yes,Yes,Ongoing,CLUB LN,HAUPPAUGE,NY,11788,02/28/2024,,,BRETTON WOODS  SCHOOL,,117.0,513.0,0.22807017543859648,9.64,0.001949317738791423,0.13840155945419103,0.04678362573099415,0.23976608187134502,0.5360623781676414,0.001949317738791423,0.03508771929824561
2023-2025,HAUPPAUGE UNION FREE SCHOOLS,FOREST BROOK KNDG CTR,Suffolk,Public School,580506030008,https://www.hauppauge.k12.ny.us/,34.0,0.0,34.0,0.0,Yes,27,7,Yes,Yes,Ongoing,LILAC LA,SMITHTOWN,NY,11787,02/29/2024,,,FOREST BROOK KNDG CTR,,75.0,366.0,0.20491803278688525,8.52,0.00273224043715847,0.07377049180327869,0.03825136612021858,0.15846994535519127,0.6721311475409836,0.00273224043715847,0.05191256830601093
2023-2025,HAUPPAUGE UNION FREE SCHOOLS,HAUPPAUGE H S,Suffolk,Public School,580506030007,https://www.hauppauge.k12.ny.us/,55.0,0.0,55.0,0.0,Yes,52,3,Yes,Yes,Ongoing,500 LINCOLN BLVD,HAUPPAUGE,NY,11788,03/27/2024,,,HAUPPAUGE S,,220.0,1068.0,0.20599250936329588,9.9,0.0009363295880149813,0.08707865168539326,0.04307116104868914,0.1956928838951311,0.6320224719101124,0.003745318352059925,0.03277153558052434
2023-2025,HAUPPAUGE UNION FREE SCHOOLS,HAUPPAUGE MIDDLE SCHOOL,Suffolk,Public School,580506030005,https://www.hauppauge.k12.ny.us/,44.0,0.0,44.0,0.0,Yes,40,4,Yes,Yes,Ongoing,600 TOWN LINE RD,HAUPPAUGE,NY,11788,03/20/2024,,,HAUPPAUGE MIDDLE SCHOOL,,137.0,733.0,0.1869031377899045,10.15,0.002728512960436562,0.09140518417462483,0.03956343792633015,0.1882673942701228,0.6466575716234653,0.001364256480218281,0.030013642564802184
2023-2025,HAUPPAUGE UNION FREE SCHOOLS,PINES ELEM SCHOOL,Suffolk,Public School,580506030003,https://www.hauppauge.k12.ny.us/,57.0,0.0,57.0,0.0,Yes,47,10,Yes,Yes,Ongoing,HOLLY DR,SMITHTOWN,NY,11787,02/28/2024,,,PINES  SCHOOL,,457.0,563.0,0.8117229129662522,14.26,0.015985790408525755,0.014209591474245116,0.08880994671403197,0.8294849023090586,0.04440497335701599,0.0017761989342806395,0.0053285968028419185
2023-2025,HENDRICK HUDSON CENTRAL SCHOOL,BLUE MOUNTAIN MIDDLE SCHOOL,Westchester,Public School,660203060007,https://www.henhudschools.org/departments/operations-maintenance-and-safety/water-testing,35.0,0.0,0.0,35.0,No,33,2,Yes,Yes,Ongoing,7 FURNACE WOODS RD,CORTLANDT MANOR,NY,10567,06/04/2025,,,BLUE MOUNTAIN MIDDLE SCHOOL,,166.0,528.0,0.3143939393939394,9.57,0.0,0.028409090909090908,0.06060606060606061,0.35984848484848486,0.48863636363636365,0.0,0.0625
2023-2025,HENDRICK HUDSON CENTRAL SCHOOL,BUCHANAN-VERPLANCK ELEM SCHOOL,Westchester,Public School,660203060008,https://www.henhudschools.org/departments/operations-maintenance-and-safety/water-testing,26.0,0.0,0.0,26.0,No,20,6,Yes,Yes,Ongoing,160 WESTCHESTER AVE,BUCHANAN,NY,10511,06/04/2025,,,BUCHANANVERPLANCK  SCHOOL,,101.0,327.0,0.308868501529052,10.51,0.0030581039755351682,0.039755351681957186,0.07339449541284404,0.37920489296636084,0.45565749235474007,0.0030581039755351682,0.045871559633027525
2023-2025,HENDRICK HUDSON CENTRAL SCHOOL,FRANK G LINDSEY SCHOOL,Westchester,Public School,660203060002,https://www.henhudschools.org/departments/operations-maintenance-and-safety/water-testing,26.0,0.0,0.0,26.0,No,24,2,Yes,Yes,Ongoing,57 TROLLEY RD,MONTROSE,NY,10548,06/04/2025,,,FRANK LINDSEY SCHOOL,,75.0,324.0,0.23148148148148148,9.04,0.0030864197530864196,0.033950617283950615,0.05246913580246913,0.3765432098765432,0.4722222222222222,0.0,0.06172839506172839
2023-2025,HENDRICK HUDSON CENTRAL SCHOOL,FURNACE WOODS ELEM SCHOOL,Westchester,Public School,660203060006,https://www.henhudschools.org/departments/operations-maintenance-and-safety/water-testing,18.0,0.0,0.0,18.0,No,13,5,No,Yes,Ongoing,239 WATCH HILL RD,CORTLAND MANOR,NY,10567,06/04/2025,,,FURNACE WOODS  SCHOOL,,120.0,321.0,0.37383177570093457,10.01,0.0,0.04361370716510903,0.04984423676012461,0.411214953271028,0.4454828660436137,0.0,0.04984423676012461
2023-2025,HENDRICK HUDSON CENTRAL SCHOOL,HENDRICK HUDSON H S,Westchester,Public School,660203060005,https://www.henhudschools.org/departments/operations-maintenance-and-safety/water-testing,33.0,0.0,0.0,33.0,No,29,4,Yes,Yes,Ongoing,ALBANY POST RD,MONTROSE,NY,10548,06/04/2025,,,HENDRICK HUDSON S,,,,,10.38,,,,,,,
2023-2025,HERKIMER CENTRAL SCHOOL,HERKIMER ELEMENTARY SCHOOL,Herkimer,Public School,210601060006,https://www.herkimercsd.org/departments-services/lead-testing/,113.0,0.0,113.0,0.0,Yes,69,44,Yes,Yes,Ongoing,255 GROS BLVD,HERKIMER,NY,13350,01/23/2025,,,HERKIMER ELEMENTARY SCHOOL,,331.0,543.0,0.6095764272559853,11.08,0.001841620626151013,0.003683241252302026,0.034990791896869246,0.01289134438305709,0.9281767955801105,0.0,0.01841620626151013
2023-2025,HERKIMER CENTRAL SCHOOL,HERKIMER JSHS,Herkimer,Public School,210601060005,https://www.herkimercsd.org/departments-services/lead-testing/,34.0,0.0,34.0,0.0,Yes,29,5,Yes,Yes,Ongoing,801 W GERMAN ST,HERKIMER,NY,13350,01/23/2025,,,HERKIMER JSHS,,320.0,543.0,0.5893186003683242,10.74,0.0,0.009208103130755065,0.04419889502762431,0.014732965009208104,0.8876611418047882,0.0,0.0423572744014733
2023-2025,HERMON DEKALB CENTRAL SCHOOL,HERMON-DEKALB CENTRAL SCHOOL,St.Lawrence,Public School,511301040002,https://www.hdcsk12.org/,73.0,73.0,73.0,73.0,No,63,10,Yes,Yes,Ongoing,709 E DEKALB RD,DEKALB JUNCTION,NY,13630,05/08/2025,,,HERMONDEKALB CENTRAL SCHOOL,,213.0,371.0,0.5741239892183289,10.19,0.0,0.008086253369272238,0.018867924528301886,0.016172506738544475,0.9568733153638814,0.0,0.0
2023-2025,HEWLETT WOODMERE PUBLIC SCHOOLS,(LEAD ONLY) WOODMERE EDUCATIONAL CENTER,Nassau,Public School,280214030004,https://www.hewlett-woodmere.net/,19.0,0.0,19.0,0.0,Yes,19,0,Yes,,Complete,1 JOHNSON PLACE,WOODMERE,NY,11598,06/20/2024,,,WOODMERE EDUCATIONAL CENTER,,208.0,658.0,0.3161094224924012,9.45,0.0060790273556231,0.11702127659574468,0.08054711246200608,0.18085106382978725,0.601823708206687,0.001519756838905775,0.0121580547112462
2023-2025,HEWLETT WOODMERE PUBLIC SCHOOLS,FRANKLIN EARLY CHILDHOOD CENTER,Nassau,Public School,280214030001,https://www.hewlett-woodmere.net/,29.0,0.0,29.0,0.0,Yes,29,0,Yes,,Complete,SERENA RD,HEWLETT,NY,11557,06/20/2024,,,FRANKLIN EARLY CHILDHOOD CENTER,,120.0,401.0,0.29925187032418954,9.46,0.0024937655860349127,0.11970074812967581,0.10972568578553615,0.24438902743142144,0.4912718204488778,0.0024937655860349127,0.029925187032418952
2023-2025,HEWLETT WOODMERE PUBLIC SCHOOLS,GEORGE W HEWLETT H S,Nassau,Public School,280214030007,https://www.hewlett-woodmere.net/,39.0,0.0,39.0,0.0,Yes,37,2,Yes,Yes,Ongoing,60 EVERIT AVE,HEWLETT,NY,11557,05/20/2024,,,GEORGE HEWLETT S,,304.0,1013.0,0.30009871668311944,10.58,0.007897334649555774,0.09279368213228036,0.09575518262586377,0.1895360315893386,0.5952615992102666,0.0019743336623889436,0.01678183613030602
2023-2025,HEWLETT WOODMERE PUBLIC SCHOOLS,HEWLETT ELEM SCHOOL,Nassau,Public School,280214030002,https://www.hewlett-woodmere.net/,21.0,0.0,25.0,5.0,Yes,21,0,Yes,,,BROADWAY,HEWLETT,NY,11557,04/08/2025,,,HEWLETT  SCHOOL,,304.0,1013.0,0.30009871668311944,10.58,0.007897334649555774,0.09279368213228036,0.09575518262586377,0.1895360315893386,0.5952615992102666,0.0019743336623889436,0.01678183613030602
2023-2025,HEWLETT WOODMERE PUBLIC SCHOOLS,OGDEN ELEM SCHOOL,Nassau,Public School,280214030003,https://www.hewlett-woodmere.net/,17.0,0.0,17.0,0.0,Yes,17,0,Yes,,Complete,LONGVIEW AVE,VALLEY STREAM,NY,11581,06/20/2024,,,OGDEN  SCHOOL,,106.0,309.0,0.343042071197411,8.11,0.003236245954692557,0.11003236245954692,0.1262135922330097,0.18446601941747573,0.5501618122977346,0.003236245954692557,0.022653721682847898
2023-2025,HEWLETT WOODMERE PUBLIC SCHOOLS,WOODMERE MIDDLE SCHOOL,Nassau,Public School,280214030006,https://www.hewlett-woodmere.net/,38.0,0.0,38.0,0.0,Yes,37,1,Yes,Yes,Ongoing,1170 PENINSULA BLVD,HEWLETT,NY,11557,06/20/2024,,,WOODMERE MIDDLE SCHOOL,,208.0,658.0,0.3161094224924012,9.45,0.0060790273556231,0.11702127659574468,0.08054711246200608,0.18085106382978725,0.601823708206687,0.001519756838905775,0.0121580547112462
2023-2025,HICKSVILLE UNION FREE SCHOOL,BURNS AVENUE SCHOOL,Nassau,Public School,280517030001,https://www.hicksvillepublicschools.org/,17.0,0.0,0.0,17.0,Yes,15,2,Yes,Yes,Ongoing,BURNS AVE,HICKSVILLE,NY,11801,07/15/2025,,,BURNS AVENUE SCHOOL,,138.0,308.0,0.44805194805194803,10.37,0.006493506493506494,0.33766233766233766,0.05844155844155844,0.42857142857142855,0.11038961038961038,0.006493506493506494,0.05194805194805195
2023-2025,HICKSVILLE UNION FREE SCHOOL,DUTCH LANE SCHOOL,Nassau,Public School,280517030002,https://www.hicksvillepublicschools.org/,28.0,0.0,0.0,28.0,Yes,26,2,Yes,Yes,Ongoing,STEWART AVE,HICKSVILLE,NY,11801,07/15/2025,,,DUTCH LANE SCHOOL,,97.0,260.0,0.3730769230769231,8.82,0.0038461538461538464,0.3730769230769231,0.015384615384615385,0.3576923076923077,0.21923076923076923,0.0,0.03076923076923077
2023-2025,HICKSVILLE UNION FREE SCHOOL,EAST ST SCHOOL,Nassau,Public School,280517030013,https://www.hicksvillepublicschools.org/,16.0,0.0,0.0,16.0,Yes,15,1,Yes,Yes,Ongoing,EAST ST,HICKSVILLE,NY,11801,07/15/2025,,,EAST ST SCHOOL,,195.0,375.0,0.52,12.32,0.0,0.376,0.013333333333333334,0.432,0.14666666666666667,0.0,0.032
2023-2025,HICKSVILLE UNION FREE SCHOOL,FORK LANE SCHOOL,Nassau,Public School,280517030004,https://www.hicksvillepublicschools.org/,26.0,0.0,0.0,26.0,Yes,23,3,Yes,Yes,Ongoing,4 FORK LN,HICKSVILLE,NY,11801,07/15/2025,,,FORK LANE SCHOOL,,132.0,289.0,0.45674740484429066,10.41,0.006920415224913495,0.35986159169550175,0.0034602076124567475,0.3737024221453287,0.22837370242214533,0.0034602076124567475,0.02422145328719723
2023-2025,HICKSVILLE UNION FREE SCHOOL,HICKSVILLE H S,Nassau,Public School,280517030010,https://www.hicksvillepublicschools.org/,48.0,0.0,0.0,48.0,Yes,41,7,Yes,Yes,Ongoing,DIVISION AVE,HICKSVILLE,NY,11801,07/15/2025,,,HICKSVILLE S,,879.0,1866.0,0.47106109324758844,12.91,0.0010718113612004287,0.36441586280814575,0.018756698821007504,0.4003215434083601,0.1945337620578778,0.0,0.02090032154340836
2023-2025,HICKSVILLE UNION FREE SCHOOL,HICKSVILLE MIDDLE SCHOOL,Nassau,Public School,280517030011,https://www.hicksvillepublicschools.org/,42.0,0.0,0.0,42.0,Yes,42,0,Yes,Yes,Ongoing,JERUSALEM AVE,HICKSVILLE,NY,11801,07/15/2025,,,HICKSVILLE MIDDLE SCHOOL,,600.0,1185.0,0.5063291139240507,11.46,0.0016877637130801688,0.3493670886075949,0.02362869198312236,0.42278481012658226,0.17974683544303796,0.0016877637130801688,0.02109704641350211
2023-2025,HICKSVILLE UNION FREE SCHOOL,LEE AVENUE SCHOOL,Nassau,Public School,280517030005,https://www.hicksvillepublicschools.org/,40.0,0.0,0.0,40.0,Yes,38,2,Yes,Yes,Ongoing,1 7TH ST,HICKSVILLE,NY,11507,07/15/2025,,,LEE AVENUE SCHOOL,,216.0,471.0,0.4585987261146497,15.51,0.0,0.4585987261146497,0.016985138004246284,0.3205944798301486,0.16560509554140126,0.0021231422505307855,0.036093418259023353
