Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free,Student_teacher_ratio,American Indian/Alaska Native,Asian,Black,Hispanic,White,Native Hawaiian/Pacific Islander,Two or More Races
2023-2025,SCHENECTADY CITY SCHOOLS,SCHENECTADY HIGH SCHOOL,Schenectady,Public School,530600010025,https://www.schenectadyschools.org/page/testing-water-for-lead,189.0,189.0,,,No,163,26,No,Yes,Complete,THE PLAZA,SCHENECTADY,NY,12308,03/24/2023,,,SCHENECTADY HIGH SCHOOL,,1971.0,2860.0,0.6891608391608391,13.16,0.0013986013986013986,0.24335664335664337,0.26958041958041956,0.23146853146853147,0.16783216783216784,0.001048951048951049,0.08461538461538462
2023-2025,SCHENECTADY CITY SCHOOLS,WASHINGTON IRVING EDUCATIONAL CENTER,Schenectady,Public School,530600010125,https://www.schenectadyschools.org/page/testing-water-for-lead,13.0,13.0,,,No,9,4,No,Yes,Complete,422 MUMFORD STREET,SCHENECTADY,NY,12307,03/24/2023,,,WASHINGTON IRVING EDUCATIONAL CENTER,,,,,,,,,,,,
2023-2025,SCHENECTADY CITY SCHOOLS,WOODLAWN SCHOOL,Schenectady,Public School,530600010029,https://www.schenectadyschools.org,21.0,,,21.0,Yes,20,1,Yes,Yes,Ongoing,WELLS AVE,SCHENECTADY,NY,12304,07/31/2025,,,WOODLAWN SCHOOL,,340.0,478.0,0.7112970711297071,13.5,0.0,0.27615062761506276,0.16527196652719664,0.20502092050209206,0.27824267782426776,0.0,0.07531380753138076
2023-2025,SCHENECTADY CITY SCHOOLS,YATES SCHOOL,Schenectady,Public School,530600010017,https://www.schenectadyschools.org/page/testing-water-for-lead,23.0,23.0,,,,16,7,,Yes,Complete,SALINA ST,SCHENECTADY,NY,12308,04/04/2023,,,YATES SCHOOL,,221.0,318.0,0.6949685534591195,11.89,0.0031446540880503146,0.1320754716981132,0.2610062893081761,0.279874213836478,0.20440251572327045,0.0,0.11949685534591195
2023-2025,SCHROON LAKE CENTRAL SCHOOL DISTRICT,SCHROON LAKE CENTRAL SCHOOL,Essex,Public School,151401040001,Schroonschool.org,17.0,17.0,0.0,0.0,Yes,17,0,Yes,,,1125 US ROUTE 9,SCHROON LAKE,NY,12870,03/14/2025,,,SCHROON LAKE CENTRAL SCHOOL,,140.0,233.0,0.6008583690987125,8.32,0.0,0.008583690987124463,0.0,0.012875536480686695,0.9742489270386266,0.0,0.0
2023-2025,SCHUYLERVILLE CENTRAL SCHOOL,SCHUYLERVILLE  S H S,Saratoga,Public School,521701040002,https://www.schuylervilleschools.org/forms-and-policies/,44.0,16.0,47.0,0.0,Yes,44,0,Yes,Yes,Ongoing,14-18 Spring St,SCHUYLERVILLE,NY,12871,09/24/2024,,,SCHUYLERVILLE S,,195.0,576.0,0.3385416666666667,11.29,0.001736111111111111,0.001736111111111111,0.003472222222222222,0.04513888888888889,0.9253472222222222,0.0,0.022569444444444444
2023-2025,SCHUYLERVILLE CENTRAL SCHOOL,SCHUYLERVILLE ELEM SCHOOL,Saratoga,Public School,521701040003,https://www.schuylervilleschools.org/forms-and-policies/,67.0,6.0,67.0,0.0,Yes,66,1,Yes,Yes,Ongoing,14-18 SPRING ST,SCHUYLERVILLE,NY,12871,06/18/2024,,,SCHUYLERVILLE  SCHOOL,,195.0,576.0,0.3385416666666667,11.29,0.001736111111111111,0.001736111111111111,0.003472222222222222,0.04513888888888889,0.9253472222222222,0.0,0.022569444444444444
2023-2025,SCHUYLERVILLE CENTRAL SCHOOL,SCHUYLERVILLE MIDDLE SCHOOL,Saratoga,Public School,521701040005,https://www.schuylervilleschools.org/wp-content/uploads/2024/06/Results-May-2024.xlsx-NYSDOH.pdf,17.0,0.0,17.0,0.0,Yes,17,0,Yes,,,14-18 SPRING ST,SCHUYLERVILLE,NY,12871,06/18/2024,,,SCHUYLERVILLE MIDDLE SCHOOL,,88.0,300.0,0.29333333333333333,10.11,0.0,0.0,0.01,0.04666666666666667,0.9266666666666666,0.0033333333333333335,0.013333333333333334
2023-2025,SEAFORD UNION FREE SCHOOL,SEAFORD HARBOR SCHOOL,Nassau,Public School,280206030003,https://www.seaford.k12.ny.us/,16.0,,,16.0,Yes,15,1,Yes,Yes,Ongoing,3500 BAYVIEW ST,SEAFORD,NY,11783,06/24/2025,,,SEAFORD HARBOR SCHOOL,,58.0,564.0,0.10283687943262411,11.43,0.0,0.01773049645390071,0.0,0.1099290780141844,0.8546099290780141,0.0,0.01773049645390071
2023-2025,SEAFORD UNION FREE SCHOOL,SEAFORD MANOR SCHOOL,Nassau,Public School,280206030004,https://www.seaford.k12.ny.us/,16.0,,,16.0,Yes,14,2,Yes,Yes,Ongoing,1590 WASHINGTON AVE,SEAFORD,NY,11783,06/24/2025,,,SEAFORD MANOR SCHOOL,,46.0,455.0,0.1010989010989011,10.2,0.006593406593406593,0.04395604395604396,0.0,0.11208791208791209,0.8087912087912088,0.0,0.02857142857142857
2023-2025,SEAFORD UNION FREE SCHOOL,SEAFORD MIDDLE SCHOOL,Nassau,Public School,280206030005,https://www.seaford.k12.ny.us/,31.0,,,31.0,Yes,26,5,Yes,Yes,Ongoing,3940 SUNSET AVE,SEAFORD,NY,11783,06/24/2025,,,SEAFORD MIDDLE SCHOOL,,75.0,487.0,0.1540041067761807,8.35,0.0,0.053388090349075976,0.01026694045174538,0.08829568788501027,0.8336755646817249,0.0,0.014373716632443531
2023-2025,SEAFORD UNION FREE SCHOOL,SEAFORD S H S,Nassau,Public School,280206030006,https://www.seaford.k12.ny.us/,35.0,,,35.0,Yes,33,2,Yes,Yes,Ongoing,1575 SEAMANS NECK RD,SEAFORD,NY,11783,06/24/2025,,,SEAFORD S,,97.0,668.0,0.14520958083832336,10.01,0.0,0.04640718562874251,0.010479041916167664,0.11826347305389222,0.811377245508982,0.0,0.01347305389221557
2023-2025,SHELTER ISLAND U F S,SHELTER ISLAND SCHOOL,Suffolk,Public School,580701020001,shelterisland.k12.ny.us,23.0,0.0,0.0,23.0,Yes,22,1,Yes,Yes,Ongoing,33 N FERRY ROAD,SHELTER ISLAND,NY,11964,08/01/2025,,,SHELTER ISLAND SCHOOL,,68.0,193.0,0.35233160621761656,5.22,0.0,0.025906735751295335,0.0051813471502590676,0.29015544041450775,0.6373056994818653,0.0,0.04145077720207254
2023-2025,SHENENDEHOWA CENTRAL SCHOOL,ACADIA MIDDLE SCHOOL,Saratoga,Public School,520302060011,https://www.shenet.org/leadtesting/,20.0,0.0,19.0,1.0,Yes,20,0,Yes,Yes,Ongoing,970 RT 146,CLIFTON PARK,NY,12065,06/25/2025,,,ACADIA MIDDLE SCHOOL,,169.0,736.0,0.2296195652173913,12.61,0.0,0.1480978260869565,0.033967391304347824,0.07744565217391304,0.6820652173913043,0.0,0.058423913043478264
2023-2025,SHENENDEHOWA CENTRAL SCHOOL,ARONGEN ELEM SCHOOL,Saratoga,Public School,520302060003,https://www.shenet.org/leadtesting/,92.0,0.0,92.0,0.0,Yes,91,1,Yes,Yes,Ongoing,489 CLIFTON PK CTR RD,CLIFTON PARK,NY,12065,06/25/2025,,,ARONGEN  SCHOOL,,135.0,580.0,0.23275862068965517,12.17,0.0,0.15172413793103448,0.05517241379310345,0.0896551724137931,0.6241379310344828,0.0,0.07931034482758621
2023-2025,SHENENDEHOWA CENTRAL SCHOOL,CHANGO ELEM SCHOOL,Saratoga,Public School,520302060010,https://www.shenet.org/leadtesting/,86.0,0.0,86.0,0.0,Yes,84,2,Yes,Yes,Ongoing,100 CHANGO DR,BALLSTON LAKE,NY,12019,06/25/2025,,,CHANGO  SCHOOL,,45.0,490.0,0.09183673469387756,14.12,0.0,0.0653061224489796,0.022448979591836733,0.05102040816326531,0.7959183673469388,0.004081632653061225,0.061224489795918366
2023-2025,SHENENDEHOWA CENTRAL SCHOOL,GOWANA MIDDLE SCHOOL,Saratoga,Public School,520302060009,https://www.shenet.org/leadtesting/,35.0,0.0,28.0,7.0,Yes,35,0,Yes,Yes,Ongoing,970 ROUTE 146,CLIFTON PARK,NY,12065,06/25/2025,,,GOWANA MIDDLE SCHOOL,,97.0,745.0,0.13020134228187918,12.67,0.0,0.0697986577181208,0.0174496644295302,0.05503355704697987,0.8026845637583893,0.0,0.05503355704697987
2023-2025,SHENENDEHOWA CENTRAL SCHOOL,KARIGON ELEM SCHOOL,Saratoga,Public School,520302060007,https://www.shenet.org/leadtesting/,58.0,0.0,57.0,1.0,Yes,56,2,Yes,Yes,Ongoing,970 ROUTE 146,CLIFTON PARK,NY,12065,07/29/2025,,,KARIGON  SCHOOL,,60.0,476.0,0.12605042016806722,14.01,0.0,0.08403361344537816,0.023109243697478993,0.06722689075630252,0.7605042016806722,0.0,0.06512605042016807
2023-2025,SHENENDEHOWA CENTRAL SCHOOL,KODA MIDDLE SCHOOL,Saratoga,Public School,520302060008,https://www.shenet.org/leadtesting/,22.0,0.0,22.0,0.0,Yes,22,0,Yes,Yes,Ongoing,970 ROUTE 146,CLIFTON PARK,NY,12065,06/25/2025,,,KODA MIDDLE SCHOOL,,176.0,742.0,0.2371967654986523,13.04,0.0,0.1307277628032345,0.04177897574123989,0.0876010781671159,0.6738544474393531,0.0013477088948787063,0.0646900269541779
