Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free,Student_teacher_ratio,American Indian/Alaska Native,Asian,Black,Hispanic,White,Native Hawaiian/Pacific Islander,Two or More Races
2023-2025,NYC DOE,P.S. 108 - QUEENS,Queens,Public School,Q108,https://www.schools.nyc.gov/schools/Q108,128.0,0.0,128.0,0.0,Yes,128,0,Yes,Yes,Complete,108-10 109 AVENUE,QUEENS,NY,11420,07/12/2024,"(40.679083, -73.831025)","(40.679083, -73.831025)",PS 108 QUEENS,,948.0,1128.0,0.8404255319148937,15.81,0.05673758865248227,0.37943262411347517,0.06294326241134751,0.43882978723404253,0.04964539007092199,0.0,0.012411347517730497
2023-2025,NYC DOE,P.S. 109 - BRONX,Bronx,Public School,X109,https://www.schools.nyc.gov/schools/X109,50.0,50.0,0.0,0.0,Yes,50,0,Yes,Yes,Complete,1771 POPHAM AVENUE,Bronx,NY,10453,08/17/2023,"(40.851661, -73.918991)","(40.851661, -73.918991)",PS 109 BRONX,,408.0,429.0,0.951048951048951,13.21,0.002331002331002331,0.002331002331002331,0.21212121212121213,0.7599067599067599,0.018648018648018648,0.0,0.004662004662004662
2023-2025,NYC DOE,P.S. 109 MINISCHOOL - BRONX,Bronx,Public School,X899,https://www.schools.nyc.gov/schools/X109,10.0,10.0,0.0,0.0,Yes,10,0,Yes,Yes,Complete,1771 POPHAM AVENUE,Bronx,NY,10453,04/05/2024,"(40.851661, -73.918991)","(40.851661, -73.918991)",PS 109 MINISCHOOL BRONX,,408.0,429.0,0.951048951048951,13.21,0.002331002331002331,0.002331002331002331,0.21212121212121213,0.7599067599067599,0.018648018648018648,0.0,0.004662004662004662
2023-2025,NYC DOE,P.S. 11 - BRONX,Bronx,Public School,X011,https://www.schools.nyc.gov/schools/X011,46.0,46.0,0.0,0.0,Yes,46,0,Yes,Yes,Complete,1257 OGDEN AVENUE,Bronx,NY,10452,02/09/2024,"(40.839693, -73.92589)","(40.839693, -73.92589)",PS 11 BRONX,,376.0,394.0,0.9543147208121827,11.26,0.012690355329949238,0.005076142131979695,0.41116751269035534,0.5482233502538071,0.015228426395939087,0.005076142131979695,0.0025380710659898475
2023-2025,NYC DOE,P.S. 11 - BROOKLYN,Kings,Public School,K011,https://www.schools.nyc.gov/schools/K011,87.0,87.0,0.0,0.0,Yes,87,0,Yes,Yes,Complete,419 WAVERLY AVENUE,Brooklyn,NY,11238,08/17/2023,"(40.685896, -73.96589)","(40.685896, -73.96589)",PS 11 BROOKLYN,,286.0,852.0,0.33568075117370894,18.93,0.007042253521126761,0.04460093896713615,0.5152582159624414,0.13380281690140844,0.17488262910798122,0.002347417840375587,0.12206572769953052
2023-2025,NYC DOE,P.S. 11 - MANHATTAN,Manhattan,Public School,M011,https://www.schools.nyc.gov/schools/M011,59.0,59.0,0.0,0.0,Yes,59,0,Yes,Yes,Complete,320 WEST  21 STREET,Manhattan,NY,10011,10/10/2023,"(40.744186, -74.000743)","(40.744186, -74.000743)",PS 11 MANHATTAN,,268.0,739.0,0.36265223274695535,14.49,0.0027063599458728013,0.15426251691474965,0.06630581867388363,0.30581867388362655,0.41136671177266576,0.0,0.05953991880920163
2023-2025,NYC DOE,P.S. 11 - QUEENS,Queens,Public School,Q011,https://www.schools.nyc.gov/schools/Q255,214.0,0.0,214.0,0.0,Yes,214,0,Yes,Yes,Complete,54-25 SKILLMAN AVENUE,QUEENS,NY,11377,11/01/2024,"(40.746127, -73.909032)","(40.746127, -73.909032)",PS 11 QUEENS,,530.0,693.0,0.7647907647907648,13.12,0.005772005772005772,0.30158730158730157,0.011544011544011544,0.5396825396825397,0.12842712842712842,0.0,0.012987012987012988
2023-2025,NYC DOE,P.S. 11 - STATEN ISLAND,Richmond,Public School,R011,https://www.schools.nyc.gov/schools/R011,47.0,47.0,0.0,0.0,Yes,47,0,Yes,Yes,Complete,51 Jefferson Street,Staten Island,NY,10304,12/15/2023,"(40.590887, -74.098252)","(40.590887, -74.098252)",PS 11 STATEN ISLAND,,234.0,292.0,0.8013698630136986,11.68,0.003424657534246575,0.2191780821917808,0.13013698630136986,0.3356164383561644,0.3013698630136986,0.0,0.010273972602739725
2023-2025,NYC DOE,P.S. 11 ANNEX (P172 ECC) - BRONX,Bronx,Public School,X172,https://www.schools.nyc.gov/schools/X011,70.0,70.0,0.0,0.0,Yes,70,0,Yes,Yes,Complete,1399 Ogden Ave,Bronx,NY,10452,10/20/2023,"(40.842407, -73.924626)","(40.842407, -73.924626)",PS 11 ANNEX BRONX,,402.0,421.0,0.9548693586698337,11.82,0.0023752969121140144,0.0023752969121140144,0.28028503562945367,0.6959619952494062,0.014251781472684086,0.004750593824228029,0.0
2023-2025,NYC DOE,P.S. 110 - BRONX,Bronx,Public School,X110,https://www.schools.nyc.gov/schools/X110,100.0,0.0,0.0,100.0,Yes,98,2,Yes,Yes,Ongoing,580 CROTONA PARK SOUTH,Bronx,NY,10456,02/21/2025,"(40.83447, -73.900654)","(40.83447, -73.900654)",PS 110 BRONX,,279.0,289.0,0.9653979238754326,11.12,0.0,0.0,0.3044982698961938,0.6228373702422145,0.06920415224913495,0.0,0.0034602076124567475
2023-2025,NYC DOE,P.S. 110 - BROOKLYN,Kings,Public School,K110,https://www.schools.nyc.gov/schools/K110,28.0,0.0,0.0,28.0,Yes,28,0,Yes,Yes,Complete,124 MONITOR STREET,Brooklyn,NY,11222,07/11/2025,"(40.723743, -73.941926)","(40.723743, -73.941926)",PS 110 BROOKLYN,,112.0,477.0,0.2348008385744235,16.45,0.0020964360587002098,0.025157232704402517,0.025157232704402517,0.20335429769392033,0.639412997903564,0.0,0.10272536687631027
2023-2025,NYC DOE,P.S. 110 - MANHATTAN,Manhattan,Public School,M110,https://www.schools.nyc.gov/schools/M110,32.0,0.0,32.0,0.0,Yes,32,0,Yes,Yes,Complete,285 DELANCY STREET,MANHATTAN,NY,10002,09/20/2024,"(40.7162, -73.9798)","(40.7162, -73.9798)",PS 110 MANHATTAN,,180.0,264.0,0.6818181818181818,8.91,0.003787878787878788,0.11363636363636363,0.13257575757575757,0.5303030303030303,0.18181818181818182,0.011363636363636364,0.026515151515151516
2023-2025,NYC DOE,P.S. 111 - BRONX,Bronx,Public School,X111,https://www.schools.nyc.gov/schools/X111,93.0,0.0,93.0,0.0,Yes,93,0,Yes,Yes,Complete,3740 BAYCHESTER AVENUE,BRONX,NY,10466,02/21/2025,"(40.884371, -73.839288)","(40.884371, -73.839288)",PS 111 BRONX,,358.0,391.0,0.9156010230179028,11.85,0.0025575447570332483,0.0076726342710997444,0.5626598465473146,0.391304347826087,0.02557544757033248,0.0,0.010230179028132993
2023-2025,NYC DOE,P.S. 111 - MANHATTAN,Manhattan,Public School,M111,https://www.schools.nyc.gov/schools/M111,83.0,0.0,83.0,0.0,Yes,79,4,Yes,Yes,Ongoing,440 WEST  53 STREET,MANHATTAN,NY,10019,03/08/2024,"(40.76588, -73.989776)","(40.76588, -73.989776)",PS 111 MANHATTAN,,294.0,395.0,0.7443037974683544,11.23,0.0,0.09873417721518987,0.1341772151898734,0.5594936708860759,0.17721518987341772,0.0,0.030379746835443037
2023-2025,NYC DOE,P.S. 111 - QUEENS,Queens,Public School,Q111,https://www.schools.nyc.gov/schools/Q111,92.0,92.0,0.0,0.0,Yes,92,0,Yes,Yes,Complete,37-15 13 STREET,Queens,NY,11101,02/22/2024,"(40.758342, -73.939181)","(40.758342, -73.939181)",PS 111 QUEENS,,475.0,493.0,0.9634888438133874,12.26,0.010141987829614604,0.02636916835699797,0.3144016227180527,0.6166328600405679,0.028397565922920892,0.002028397565922921,0.002028397565922921
2023-2025,NYC DOE,P.S. 112 - BRONX,Bronx,Public School,X112,https://www.schools.nyc.gov/schools/X112,109.0,109.0,0.0,0.0,Yes,109,0,Yes,Yes,Complete,1925 SCHIEFFELIN AVENUE,Bronx,NY,10466,05/31/2024,"(40.88494, -73.843977)","(40.88494, -73.843977)",PS 112 BRONX,,376.0,394.0,0.9543147208121827,11.26,0.012690355329949238,0.005076142131979695,0.41116751269035534,0.5482233502538071,0.015228426395939087,0.005076142131979695,0.0025380710659898475
2023-2025,NYC DOE,P.S. 112 - BROOKLYN,Kings,Public School,K112,https://www.schools.nyc.gov/schools/K112,43.0,43.0,0.0,0.0,Yes,43,0,Yes,Yes,Complete,7115 15 AVENUE,Brooklyn,NY,11228,08/17/2023,"(40.619417, -74.000565)","(40.619417, -74.000565)",PS 112 BROOKLYN,,546.0,744.0,0.7338709677419355,13.6,0.002688172043010753,0.3239247311827957,0.009408602150537635,0.3870967741935484,0.2674731182795699,0.0,0.009408602150537635
2023-2025,NYC DOE,P.S. 112 - QUEENS,Queens,Public School,Q112,https://www.schools.nyc.gov/schools/Q112,107.0,107.0,0.0,0.0,Yes,107,0,Yes,Yes,Complete,25-05 37 AVENUE,Queens,NY,11101,08/17/2023,"(40.757293, -73.933562)","(40.757293, -73.933562)",PS 112 QUEENS,,491.0,541.0,0.9075785582255084,18.23,0.0073937153419593345,0.18114602587800369,0.16820702402957485,0.5600739371534196,0.07024029574861368,0.0018484288354898336,0.011090573012939002
2023-2025,NYC DOE,P.S. 112 (TANDEM M206) - MANHATTAN,Manhattan,Public School,M112,https://www.schools.nyc.gov/schools/M112,156.0,156.0,0.0,0.0,Yes,156,0,Yes,Yes,Complete,535 EAST 119 STREET,Manhattan,NY,10035,01/26/2024,"(40.796889, -73.930528)","(40.796889, -73.930528)",PS 112 MANHATTAN,,185.0,212.0,0.8726415094339622,4.82,0.0,0.02830188679245283,0.19339622641509435,0.7264150943396226,0.018867924528301886,0.0,0.0330188679245283
2023-2025,NYC DOE,P.S. 112 GYM ANNEX - BROOKLYN,Kings,Public School,K693,https://www.schools.nyc.gov/schools/K112,6.0,0.0,0.0,6.0,Yes,6,0,Yes,Yes,,7115 15 Avenue,Brooklyn,NY,11228,04/04/2025,"(40.619415, -74.00566)","(40.619415, -74.00566)",PS 112 GYM ANNEX BROOKLYN,,546.0,744.0,0.7338709677419355,13.6,0.002688172043010753,0.3239247311827957,0.009408602150537635,0.3870967741935484,0.2674731182795699,0.0,0.009408602150537635
2023-2025,NYC DOE,P.S. 114 - BRONX,Bronx,Public School,X114,https://www.schools.nyc.gov/schools/X114,35.0,0.0,35.0,0.0,Yes,35,0,Yes,,,1155 CROMWELL AVENUE,BRONX,NY,10452,05/31/2024,"(40.834979, -73.923297)","(40.834979, -73.923297)",PS 114 BRONX,,450.0,465.0,0.967741935483871,11.02,0.004301075268817204,0.04086021505376344,0.17634408602150536,0.7397849462365591,0.023655913978494623,0.0064516129032258064,0.008602150537634409
2023-2025,NYC DOE,P.S. 114 - BROOKLYN,Kings,Public School,K114,https://www.schools.nyc.gov/schools/K114,113.0,113.0,0.0,0.0,Yes,113,0,Yes,Yes,Complete,1077 REMSEN AVENUE,Brooklyn,NY,11236,07/12/2024,"(40.642684, -73.90788)","(40.642684, -73.90788)",PS 114 BROOKLYN,,326.0,390.0,0.8358974358974359,11.34,0.007692307692307693,0.05128205128205128,0.7512820512820513,0.15897435897435896,0.020512820512820513,0.005128205128205128,0.005128205128205128
2023-2025,NYC DOE,P.S. 114 - QUEENS,Queens,Public School,Q114,https://www.schools.nyc.gov/schools/Q114,59.0,0.0,0.0,59.0,Yes,54,5,Yes,Yes,Ongoing,134-01 CRONSTON AVENUE,Queens,NY,11694,02/21/2025,"(40.577552, -73.854364)","(40.577552, -73.854364)",PS 114 QUEENS,,181.0,602.0,0.30066445182724255,12.36,0.0016611295681063123,0.019933554817275746,0.029900332225913623,0.15946843853820597,0.7641196013289037,0.0,0.024916943521594685
2023-2025,NYC DOE,P.S. 115 - BROOKLYN,Kings,Public School,K115,https://www.schools.nyc.gov/schools/K115,120.0,120.0,0.0,0.0,Yes,120,0,Yes,Yes,Complete,1500 East  92 Street,Brooklyn,NY,11236,06/28/2024,"(40.634861, -73.897896)","(40.634861, -73.897896)",PS 115 BROOKLYN,,607.0,777.0,0.7812097812097812,16.83,0.007722007722007722,0.019305019305019305,0.7554697554697555,0.0990990990990991,0.09395109395109395,0.005148005148005148,0.019305019305019305
2023-2025,NYC DOE,P.S. 115 - MANHATTAN,Manhattan,Public School,M115,https://www.schools.nyc.gov/schools/M115,47.0,0.0,47.0,0.0,Yes,47,0,Yes,Yes,Complete,586 WEST 177 STREET,MANHATTAN,NY,10033,11/01/2024,"(40.846116, -73.93514)","(40.846116, -73.93514)",PS 115 MANHATTAN,,338.0,352.0,0.9602272727272727,10.34,0.005681818181818182,0.005681818181818182,0.022727272727272728,0.9261363636363636,0.028409090909090908,0.002840909090909091,0.008522727272727272
2023-2025,NYC DOE,P.S. 116 - BROOKLYN,Kings,Public School,K116,https://www.schools.nyc.gov/schools/K116,53.0,53.0,0.0,0.0,Yes,53,0,Yes,Yes,Complete,515 KNICKERBOCKER AVENUE,Brooklyn,NY,11237,03/22/2024,"(40.698077, -73.916563)","(40.698077, -73.916563)",PS 116 BROOKLYN,,287.0,334.0,0.8592814371257484,12.37,0.0,0.011976047904191617,0.03592814371257485,0.937125748502994,0.008982035928143712,0.0,0.005988023952095809
2023-2025,NYC DOE,P.S. 116 - MANHATTAN,Manhattan,Public School,M116,https://www.schools.nyc.gov/schools/M116,75.0,75.0,0.0,0.0,Yes,75,0,Yes,Yes,Complete,210 East  33 Street,Manhattan,NY,10016,04/19/2024,"(40.744511, -73.977906)","(40.744511, -73.977906)",PS 116 MANHATTAN,,168.0,362.0,0.46408839779005523,13.92,0.008287292817679558,0.16574585635359115,0.08287292817679558,0.356353591160221,0.3342541436464088,0.0027624309392265192,0.049723756906077346
2023-2025,NYC DOE,P.S. 116 - QUEENS,Queens,Public School,Q116,https://www.schools.nyc.gov/schools/Q116,45.0,0.0,45.0,0.0,Yes,45,0,Yes,Yes,Complete,107-25 WREN PLACE,QUEENS,NY,11433,12/13/2024,"(40.70084, -73.781839)","(40.70084, -73.781839)",PS 116 QUEENS,,690.0,843.0,0.8185053380782918,12.81,0.03440094899169632,0.1221826809015421,0.35112692763938314,0.45907473309608543,0.0071174377224199285,0.022538552787663108,0.002372479240806643
2023-2025,NYC DOE,P.S. 116 TRANSPORTABLE - Q,Queens,Public School,Q930,https://www.schools.nyc.gov/schools/Q116,4.0,0.0,4.0,0.0,Yes,4,0,Yes,,,107-25 WREN PLACE,QUEENS,NY,11433,06/28/2024,"(40.70084, -73.781839)","(40.70084, -73.781839)",PS 116 TRANSPORTABLE Q,,690.0,843.0,0.8185053380782918,12.81,0.03440094899169632,0.1221826809015421,0.35112692763938314,0.45907473309608543,0.0071174377224199285,0.022538552787663108,0.002372479240806643
2023-2025,NYC DOE,P.S. 117 - QUEENS,Queens,Public School,Q117,https://www.schools.nyc.gov/schools/Q117,99.0,99.0,0.0,0.0,Yes,99,0,Yes,Yes,Complete,85-15 143 STREET,Queens,NY,11435,05/31/2024,"(40.710428, -73.812968)","(40.710428, -73.812968)",PS 117 QUEENS,,591.0,767.0,0.7705345501955672,14.3,0.014341590612777053,0.31029986962190353,0.09126466753585398,0.45371577574967403,0.11082138200782268,0.003911342894393742,0.01564537157757497
2023-2025,NYC DOE,P.S. 118 - QUEENS,Queens,Public School,Q118,https://www.schools.nyc.gov/schools/Q118,43.0,0.0,43.0,0.0,Yes,38,5,Yes,Yes,Ongoing,190-20 109 ROAD,QUEENS,NY,11412,06/28/2024,"(40.703182, -73.765237)","(40.703182, -73.765237)",PS 118 QUEENS,,344.0,385.0,0.8935064935064935,12.83,0.02857142857142857,0.18961038961038962,0.561038961038961,0.21558441558441557,0.0,0.0025974025974025974,0.0025974025974025974
