Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free,Student_teacher_ratio,American Indian/Alaska Native,Asian,Black,Hispanic,White,Native Hawaiian/Pacific Islander,Two or More Races
2023-2025,VALLEY STREAM CENTRAL HIGH SCHOOL,VALLEY STREAM MEMORIAL JUNIOR HIGH SCHOOL,Nassau,Public School,280251070001,https://vschsd.org/resources/health-and-safety/,83.0,83.0,,,,83,0,Yes,Yes,Complete,320 FLETCHER AVE,VALLEY STREAM,NY,11580,07/29/2025,,,VALLEY STREAM MEMORIAL JUNIOR HIGH SCHOOL,,442.0,973.0,0.45426515930113054,11.74,0.012332990750256937,0.21274409044193218,0.3658787255909558,0.30832476875642345,0.07605344295991778,0.008221993833504625,0.01644398766700925
2023-2025,VALLEY STREAM CENTRAL HIGH SCHOOL,VALLEY STREAM SOUTH HIGH SCHOOL,Nassau,Public School,280251070003,https://vschsd.org/resources/health-and-safety/,48.0,48.0,,,Yes,48,0,Yes,Yes,Complete,150 JEDWOOD PL,VALLEY STREAM,NY,11582,05/02/2025,,,VALLEY STREAM SOUTH HIGH SCHOOL,,506.0,1247.0,0.4057738572574178,11.99,0.0032076984763432237,0.23656776263031276,0.2838813151563753,0.322373696872494,0.12750601443464316,0.006415396952686447,0.020048115477145148
2023-2025,VALLEY STREAM UNION FREE SCHOOL DISTRICT 24,BROOKLYN AVENUE SCHOOL,Nassau,Public School,280224020001,https://valleystreamschooldistrict24.org/,22.0,,22.0,,Yes,15,7,Yes,Yes,Ongoing,24 BROOKLYN AVE,VALLEY STREAM,NY,11581,03/11/2025,,,BROOKLYN AVENUE SCHOOL,,185.0,358.0,0.5167597765363129,11.77,0.00558659217877095,0.15083798882681565,0.2346368715083799,0.44692737430167595,0.1424581005586592,0.00558659217877095,0.013966480446927373
2023-2025,VALLEY STREAM UNION FREE SCHOOL DISTRICT 24,ROBERT W CARBONARO SCHOOL,Nassau,Public School,280224020003,https://valleystreamschooldistrict24.org/,52.0,,52.0,,Yes,22,30,Yes,Yes,Ongoing,HUNGRY HARBOR + MILL,VALLEY STREAM,NY,11581,03/24/2025,,,ROBERT CARBONARO SCHOOL,,148.0,386.0,0.38341968911917096,11.25,0.0051813471502590676,0.21761658031088082,0.24093264248704663,0.4326424870466321,0.08031088082901554,0.0051813471502590676,0.018134715025906734
2023-2025,VALLEY STREAM UNION FREE SCHOOL DISTRICT 24,WILLIAM L BUCK SCHOOL,Nassau,Public School,280224020004,https://valleystreamschooldistrict24.org/,47.0,,47.0,,Yes,18,29,Yes,Yes,Ongoing,75 HORTON AVE,VALLEY STREAM,NY,11581,01/28/2025,,,WILLIAM BUCK SCHOOL,,118.0,310.0,0.38064516129032255,13.86,0.0032258064516129032,0.2,0.23225806451612904,0.4161290322580645,0.12580645161290321,0.0,0.02258064516129032
2023-2025,VAN HORNSVILLE-O D YOUNG CENTRAL SCH,OWEN D YOUNG CENTRAL SCHOOL,Herkimer,Public School,211701040001,www.odyoungcsd.org,18.0,0.0,18.0,0.0,Yes,16,2,Yes,Yes,Complete,RT 80,VAN HORNESVILLE,NY,13475,05/20/2025,,,OWEN YOUNG CENTRAL SCHOOL,,101.0,162.0,0.6234567901234568,6.57,0.0,0.0,0.0,0.024691358024691357,0.9506172839506173,0.0,0.018518518518518517
2023-2025,VESTAL CENTRAL SCHOOL DISTRICT,AFRICAN ROAD ELEMENTARY SCHOOL,Broome,Public School,031601060021,https://www.vestal.stier.org/Downloads/TotalOutlets_2023,63.0,3.0,0.0,0.0,Yes,60,3,Yes,Yes,Ongoing,600 S BENITA BLVD,VESTAL,NY,13850,03/14/2025,,,AFRICAN ROAD ELEMENTARY SCHOOL,,103.0,306.0,0.3366013071895425,11.67,0.0,0.32679738562091504,0.0718954248366013,0.032679738562091505,0.5228758169934641,0.0,0.0457516339869281
2023-2025,VESTAL CENTRAL SCHOOL DISTRICT,CLAYTON AVE ES,Broome,Public School,031601060022,https://www.vestal.stier.org/Downloads/TotalOutlets_2023.pdf,105.0,105.0,0.0,0.0,Yes,93,8,Yes,Yes,Ongoing,209 CLAYTON AVE,VESTAL,NY,13850,10/04/2023,,,CLAYTON AVE,,,,,9.19,,,,,,,
2023-2025,VESTAL CENTRAL SCHOOL DISTRICT,GLENWOOD ES,Broome,Public School,031601060023,https://www.vestal.stier.org/Downloads/TotalOutlets_2023.pdf,78.0,78.0,0.0,0.0,Yes,74,4,Yes,Yes,Ongoing,337 JONES RD,VESTAL,NY,13850,10/04/2023,,,GLENWOOD,,107.0,301.0,0.3554817275747508,10.23,0.0,0.036544850498338874,0.036544850498338874,0.036544850498338874,0.8438538205980066,0.0,0.046511627906976744
2023-2025,VESTAL CENTRAL SCHOOL DISTRICT,TIOGA HILLS ES,Broome,Public School,031601060026,https://www.vestal.stier.org/Downloads/TotalOutlets_2023.pdf,100.0,100.0,0.0,0.0,Yes,97,3,Yes,Yes,Ongoing,40 GLANN RD,APALACHIN,NY,13732,10/04/2023,,,TIOGA HILLS,,,,,5.32,,,,,,,
