Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free,Student_teacher_ratio,American Indian/Alaska Native,Asian,Black,Hispanic,White,Native Hawaiian/Pacific Islander,Two or More Races
2023-2025,NYC DOE,P.S. 908 - QUEENS,Queens,Public School,Q908,https://www.schools.nyc.gov/schools/Q255,43.0,0.0,0.0,43.0,Yes,43,0,Yes,Yes,,98-07 38 Avenue,Queens,NY,11368,04/18/2025,"(40.750254, -73.867826)","(40.750254, -73.867826)",PS 908 QUEENS,,546.0,686.0,0.7959183673469388,14.32,0.38629737609329445,0.2696793002915452,0.0597667638483965,0.21428571428571427,0.02478134110787172,0.02040816326530612,0.02478134110787172
2023-2025,NYC DOE,P.S. 91 - BRONX,Bronx,Public School,X091,https://www.schools.nyc.gov/schools/X091,48.0,48.0,0.0,0.0,Yes,48,0,Yes,Yes,Complete,2200 AQUEDUCT AVENUE,Bronx,NY,10453,08/17/2023,"(40.858286, -73.907494)","(40.858286, -73.907494)",PS 91 BRONX,,345.0,353.0,0.9773371104815864,8.61,0.0226628895184136,0.031161473087818695,0.11614730878186968,0.8101983002832861,0.0169971671388102,0.0,0.0028328611898017
2023-2025,NYC DOE,P.S. 91 - BROOKLYN,Kings,Public School,K091,https://www.schools.nyc.gov/schools/K091,46.0,0.0,0.0,46.0,Yes,43,3,Yes,Yes,Ongoing,532 ALBANY AVENUE,Brooklyn,NY,11203,03/21/2025,"(40.661806, -73.940707)","(40.661806, -73.940707)",PS 91 BROOKLYN,,140.0,151.0,0.9271523178807947,11.34,0.006622516556291391,0.006622516556291391,0.7218543046357616,0.24503311258278146,0.006622516556291391,0.006622516556291391,0.006622516556291391
2023-2025,NYC DOE,P.S. 91 - QUEENS,Queens,Public School,Q091,https://www.schools.nyc.gov/schools/Q091,67.0,0.0,67.0,0.0,Yes,67,0,Yes,,,68-10 CENTRAL AVE,QUEENS,NY,11385,06/28/2024,"(40.703503, -73.883995)","(40.703503, -73.883995)",PS 91 QUEENS,,578.0,782.0,0.7391304347826086,12.41,0.010230179028132993,0.049872122762148335,0.026854219948849106,0.5524296675191815,0.34782608695652173,0.00639386189258312,0.00639386189258312
2023-2025,NYC DOE,P.S. 91 MINISCHOOL - BRONX,Bronx,Public School,X891,https://www.schools.nyc.gov/schools/X091,7.0,7.0,0.0,0.0,Yes,7,0,Yes,,,2200 AQUEDUCT AVENUE,Bronx,NY,10453,08/17/2023,"(40.858286, -73.907494)","(40.858286, -73.907494)",PS 91 MINISCHOOL BRONX,,345.0,353.0,0.9773371104815864,8.61,0.0226628895184136,0.031161473087818695,0.11614730878186968,0.8101983002832861,0.0169971671388102,0.0,0.0028328611898017
2023-2025,NYC DOE,P.S. 91 MINISCHOOL - BROOKLYN,Kings,Public School,K891,https://www.schools.nyc.gov/schools/K091,6.0,0.0,0.0,6.0,Yes,6,0,Yes,,,532 ALBANY AVENUE,Brooklyn,NY,11203,03/21/2025,"(40.661806, -73.940707)","(40.661806, -73.940707)",PS 91 MINISCHOOL BROOKLYN,,140.0,151.0,0.9271523178807947,11.34,0.006622516556291391,0.006622516556291391,0.7218543046357616,0.24503311258278146,0.006622516556291391,0.006622516556291391,0.006622516556291391
2023-2025,NYC DOE,P.S. 92 - BRONX,Bronx,Public School,X092,https://www.schools.nyc.gov/schools/X352,49.0,0.0,49.0,0.0,Yes,49,0,Yes,,,700 EAST 179 STREET,BRONX,NY,10457,06/28/2024,"(40.846205, -73.889602)","(40.846205, -73.889602)",PS 92 BRONX,,432.0,441.0,0.9795918367346939,11.92,0.0,0.0045351473922902496,0.2290249433106576,0.7369614512471655,0.022675736961451247,0.0,0.006802721088435374
2023-2025,NYC DOE,P.S. 92 - BROOKLYN,Kings,Public School,K092,https://www.schools.nyc.gov/schools/K092,87.0,0.0,87.0,0.0,Yes,77,10,Yes,Yes,Ongoing,601 PARKSIDE AVENUE,BROOKLYN,NY,11226,06/28/2024,"(40.656276, -73.95381)","(40.656276, -73.95381)",PS 92 BROOKLYN,,258.0,279.0,0.9247311827956989,10.41,0.03225806451612903,0.035842293906810034,0.6487455197132617,0.17204301075268819,0.0931899641577061,0.0,0.017921146953405017
2023-2025,NYC DOE,P.S. 92 - MANHATTAN,Manhattan,Public School,M092,https://www.schools.nyc.gov/schools/M350,74.0,0.0,74.0,0.0,Yes,74,0,Yes,Yes,Complete,222 WEST 134 STREET,MANHATTAN,NY,10030,11/01/2024,"(40.814917, -73.945838)","(40.814917, -73.945838)",PS 92 MANHATTAN,,167.0,170.0,0.9823529411764705,11.33,0.0058823529411764705,0.023529411764705882,0.5529411764705883,0.36470588235294116,0.052941176470588235,0.0,0.0
2023-2025,NYC DOE,P.S. 92 - QUEENS,Queens,Public School,Q292,https://www.schools.nyc.gov/schools/Q092,194.0,0.0,194.0,0.0,Yes,194,0,Yes,Yes,Complete,99-01 34 AVENUE,QUEENS,NY,11368,08/09/2024,"(40.755983, -73.868773)","(40.755983, -73.868773)",PS 92 QUEENS,,717.0,843.0,0.8505338078291815,15.03,0.005931198102016607,0.018979833926453145,0.0071174377224199285,0.963226571767497,0.0035587188612099642,0.0,0.0011862396204033216
2023-2025,NYC DOE,P.S. 927 - BRONX,Bronx,Public School,X927,https://www.schools.nyc.gov/schools/X723,3.0,0.0,0.0,3.0,Yes,2,1,Yes,Yes,Ongoing,1455 Webster Avenue,Bronx,NY,10456,04/18/2025,"(40.837829, -73.906419)","(40.837829, -73.906419)",PS 927 BRONX,,432.0,441.0,0.9795918367346939,11.92,0.0,0.0045351473922902496,0.2290249433106576,0.7369614512471655,0.022675736961451247,0.0,0.006802721088435374
2023-2025,NYC DOE,P.S. 93 - BRONX,Bronx,Public School,X093,https://www.schools.nyc.gov/schools/X093,35.0,35.0,0.0,0.0,Yes,35,0,Yes,Yes,Complete,1535 STORY AVENUE,Bronx,NY,10473,02/09/2024,"(40.822522, -73.877274)","(40.822522, -73.877274)",PS 93 BRONX,,328.0,374.0,0.8770053475935828,16.26,0.0213903743315508,0.0053475935828877,0.35294117647058826,0.5828877005347594,0.0106951871657754,0.026737967914438502,0.0
2023-2025,NYC DOE,P.S. 93 - BROOKLYN,Kings,Public School,K093,https://www.schools.nyc.gov/schools/K093,77.0,77.0,0.0,0.0,Yes,77,0,Yes,Yes,Complete,31 NEW YORK AVENUE,Brooklyn,NY,11216,02/22/2024,"(40.679079, -73.946381)","(40.679079, -73.946381)",PS 93 BROOKLYN,,173.0,178.0,0.9719101123595506,13.69,0.03932584269662921,0.12359550561797752,0.5842696629213483,0.16853932584269662,0.0449438202247191,0.033707865168539325,0.0056179775280898875
2023-2025,NYC DOE,P.S. 93 MINISCHOOL - BRONX,Bronx,Public School,X893,https://www.schools.nyc.gov/schools/X093,11.0,11.0,0.0,0.0,Yes,11,0,Yes,Yes,Complete,1535 STORY AVENUE,Bronx,NY,10473,12/01/2023,"(40.822522, -73.877274)","(40.822522, -73.877274)",PS 93 MINISCHOOL BRONX,,328.0,374.0,0.8770053475935828,16.26,0.0213903743315508,0.0053475935828877,0.35294117647058826,0.5828877005347594,0.0106951871657754,0.026737967914438502,0.0
2023-2025,NYC DOE,P.S. 94 - BRONX,Bronx,Public School,X094,https://www.schools.nyc.gov/schools/X094,38.0,0.0,38.0,0.0,Yes,38,0,Yes,,,3530 KINGS COLLEGE PLACE,BRONX,NY,10467,06/28/2024,"(40.880661, -73.875268)","(40.880661, -73.875268)",PS 94 BRONX,,745.0,806.0,0.924317617866005,10.09,0.017369727047146403,0.10049627791563276,0.11290322580645161,0.7382133995037221,0.02357320099255583,0.0012406947890818859,0.00620347394540943
2023-2025,NYC DOE,P.S. 94 - BROOKLYN,Kings,Public School,K094,https://www.schools.nyc.gov/schools/K094,80.0,80.0,0.0,0.0,Yes,80,0,Yes,Yes,Complete,5010 6 AVENUE,Brooklyn,NY,11220,12/15/2023,"(40.64373, -74.008795)","(40.64373, -74.008795)",PS 94 BROOKLYN,,843.0,866.0,0.9734411085450346,9.7,0.0011547344110854503,0.6570438799076213,0.0011547344110854503,0.3210161662817552,0.018475750577367205,0.0,0.0011547344110854503
2023-2025,NYC DOE,P.S. 94 - QUEENS,Queens,Public School,Q094,https://www.schools.nyc.gov/schools/Q094,34.0,34.0,0.0,0.0,Yes,34,0,Yes,Yes,Complete,41-77 Little Neck Parkway,Queens,NY,11363,12/15/2023,"(40.771258, -73.738703)","(40.771258, -73.738703)",PS 94 QUEENS,,162.0,337.0,0.4807121661721068,13.22,0.002967359050445104,0.7744807121661721,0.017804154302670624,0.09198813056379822,0.05934718100890208,0.0,0.05341246290801187
2023-2025,NYC DOE,P.S. 95 - BRONX,Bronx,Public School,X095,https://www.schools.nyc.gov/schools/X344,112.0,0.0,0.0,112.0,Yes,103,9,Yes,Yes,Ongoing,3961 HILLMAN AVENUE,Bronx,NY,10463,03/10/2025,"(40.883049, -73.891664)","(40.883049, -73.891664)",PS 95 BRONX,,776.0,857.0,0.9054842473745625,11.08,0.005834305717619603,0.049008168028004666,0.1411901983663944,0.751458576429405,0.03617269544924154,0.004667444574095682,0.011668611435239206
2023-2025,NYC DOE,P.S. 95 - BROOKLYN,Kings,Public School,K095,https://www.schools.nyc.gov/schools/K095,57.0,57.0,0.0,0.0,Yes,57,0,Yes,Yes,Complete,345 VAN SICKLEN STREET,Brooklyn,NY,11223,05/31/2024,"(40.595996, -73.974664)","(40.595996, -73.974664)",PS 95 BROOKLYN,,791.0,941.0,0.8405951115834219,15.14,0.015940488841657812,0.3283740701381509,0.04675876726886291,0.3198724760892667,0.28055260361317746,0.0,0.008501594048884165
