School_District,School,County,num_lte_5ppb,num_gt_5ppb,School_City,Ratio_free,Student_teacher_ratio,American_Indian/Alaska_Native,Asian,Black,Hispanic,White,Native_Hawaiian/Pacific_Islander,Two_or_More_Races,target_col,percent_housing_pre_1950
bethpage_union_free_school,charles_campagne_school,nassau,18.0,2.0,bethpage,0.2311688311688311,11.79,0.0129870129870129,0.3142857142857143,0.0103896103896103,0.1662337662337662,0.4753246753246753,0.0,0.0207792207792207,1,33.0
bethpage_union_free_school,john_f_kennedy_j_h_s,nassau,32.0,1.0,bethpage,0.1419234360410831,10.93,0.0018674136321195,0.0849673202614379,0.0317460317460317,0.1223155929038282,0.7497665732959851,0.0018674136321195,0.007469654528478,1,33.0
bethpage_union_free_school,kramer_elementary_school,nassau,12.0,3.0,plainview,0.1856763925729443,13.07,0.0026525198938992,0.2838196286472148,0.0079575596816976,0.143236074270557,0.5119363395225465,0.0026525198938992,0.0477453580901856,1,33.0
blind_brook-rye_ufsd,blind_brook_high_school,westchester,36.0,17.0,rye_brook,,9.29,,,,,,,,1,37.9
blind_brook-rye_ufsd,blind_brook-rye_middle_school,westchester,54.0,3.0,rye_brook,,9.29,,,,,,,,1,37.9
blind_brook-rye_ufsd,bruno_m._ponterio/ridge_street_school,westchester,123.0,6.0,rye_brook,,13.68,,,,,,,,1,37.9
bolton_central_school,bolton_central_school,warren,24.0,0.0,bolton_landing,0.3111111111111111,7.2,0.0,0.0277777777777777,0.0388888888888888,0.0222222222222222,0.9111111111111112,0.0,0.0,0,27.7
boquet_valley_csd,lake_view_campus,essex,12.0,3.0,westport,0.4497354497354497,7.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,35.6
boquet_valley_csd,mountain_view_campus,essex,18.0,0.0,elizabethtown,0.57,6.17,0.0,0.015,0.0,0.0,0.985,0.0,0.0,0,35.6
brasher_falls_cent_sch_dist,st_lawrence_elem_school,st_lawrence,43.0,3.0,brasher_falls,0.5482093663911846,11.08,0.0165289256198347,0.0,0.0055096418732782,0.0082644628099173,0.9173553719008264,0.0,0.0523415977961432,1,36.1
brasher_falls_cent_sch_dist,st_lawrence_j_s_h_s,st_lawrence,14.0,1.0,brasher_falls,0.5482093663911846,11.08,0.0165289256198347,0.0,0.0055096418732782,0.0082644628099173,0.9173553719008264,0.0,0.0523415977961432,1,36.1
brasher_falls_cent_sch_dist,st_lawrence_middle_school,st_lawrence,16.0,5.0,brasher_falls,0.5792880258899676,9.58,0.0097087378640776,0.0,0.0064724919093851,0.0097087378640776,0.9255663430420712,0.0,0.0485436893203883,1,36.1
brentwood_union_free_school,east_middle_school,suffolk,46.0,2.0,brentwood,0.4131274131274131,6.8,0.0077220077220077,0.0501930501930501,0.0308880308880308,0.5366795366795367,0.3436293436293436,0.0,0.0308880308880308,1,13.7
brentwood_union_free_school,freshman_center,suffolk,16.0,9.0,brentwood,0.8006379585326954,14.61,0.0023923444976076,0.0207336523125996,0.0797448165869218,0.8692185007974481,0.018341307814992,0.0007974481658692,0.0087719298245614,1,13.7
brentwood_union_free_school,hemlock_elementary_school,suffolk,45.0,7.0,brentwood,0.8150470219435737,13.35,0.0078369905956112,0.0423197492163009,0.1034482758620689,0.7946708463949843,0.0454545454545454,0.0015673981191222,0.0047021943573667,1,13.7
brentwood_union_free_school,laurel_park_elementary_school,suffolk,31.0,11.0,brentwood,0.8938906752411575,12.68,0.0064308681672025,0.0048231511254019,0.0546623794212218,0.8938906752411575,0.0353697749196141,0.0,0.0048231511254019,1,13.7
brentwood_union_free_school,loretta_park_elementary_school,suffolk,29.0,14.0,brentwood,0.9141965678627144,15.03,0.0078003120124804,0.0046801872074883,0.0702028081123244,0.8829953198127926,0.0312012480499219,0.0,0.0031201248049922,1,13.7
brentwood_union_free_school,north_elementary_school,suffolk,58.0,4.0,brentwood,0.8502923976608188,14.9,0.0093567251461988,0.0116959064327485,0.0608187134502924,0.8888888888888888,0.0198830409356725,0.0011695906432748,0.0081871345029239,1,13.7
brentwood_union_free_school,north_middle_school,suffolk,44.0,2.0,brentwood,0.8114754098360656,12.94,0.0081967213114754,0.0081967213114754,0.0446265938069216,0.9198542805100182,0.0136612021857923,0.0,0.0054644808743169,1,13.7
brentwood_union_free_school,northeast_elementary_school,suffolk,59.0,2.0,brentwood,0.8641711229946524,16.37,0.0181818181818181,0.0074866310160427,0.0502673796791443,0.893048128342246,0.027807486631016,0.0,0.0032085561497326,1,13.7
brentwood_union_free_school,oak_park_elementary_school,suffolk,54.0,4.0,brentwood,0.8659217877094972,13.17,0.0167597765363128,0.0251396648044692,0.0600558659217877,0.8687150837988827,0.0223463687150838,0.0027932960893854,0.0041899441340782,1,13.7
brentwood_union_free_school,pine_park_elementary_school,suffolk,37.0,8.0,brentwood,0.8117229129662522,14.26,0.0159857904085257,0.0142095914742451,0.0888099467140319,0.8294849023090586,0.0444049733570159,0.0017761989342806,0.0053285968028419,1,13.7
brentwood_union_free_school,ross_and_sonderling_high_school,suffolk,98.0,8.0,brentwood,0.7670206121174266,14.41,0.0043722673329169,0.0216531334582552,0.0726629190089527,0.8752862794087028,0.0204039142202789,0.0014574224443056,0.0041640641265875,1,13.7
brentwood_union_free_school,south_middle_school,suffolk,37.0,3.0,brentwood,0.8201005025125628,12.07,0.0030150753768844,0.0190954773869346,0.0713567839195979,0.8874371859296483,0.0140703517587939,0.0020100502512562,0.0030150753768844,1,13.7
brentwood_union_free_school,southeast_elementary_school,suffolk,27.0,6.0,brentwood,0.8694852941176471,16.13,0.0110294117647058,0.0018382352941176,0.0625,0.8878676470588235,0.025735294117647,0.0036764705882352,0.0073529411764705,1,13.7
brentwood_union_free_school,southwest_elementary_school,suffolk,68.0,7.0,bay_shore,0.7790575916230367,12.7,0.0073298429319371,0.0492146596858638,0.1120418848167539,0.7465968586387435,0.0638743455497382,0.0041884816753926,0.0167539267015706,1,13.7
brentwood_union_free_school,twin_pines_elementary_school,suffolk,50.0,6.0,brentwood,0.8689567430025446,16.42,0.015267175572519,0.0063613231552162,0.0419847328244274,0.9185750636132316,0.010178117048346,0.0025445292620865,0.005089058524173,1,13.7
brentwood_union_free_school,west_middle_school,suffolk,28.0,13.0,brentwood,0.68,8.71,0.0083333333333333,0.0133333333333333,0.3033333333333333,0.6116666666666667,0.0266666666666666,0.0033333333333333,0.0333333333333333,1,13.7
brewster_central_school,brewster_high_school,putnam,46.0,0.0,brewster,0.4203703703703704,11.92,0.0009259259259259,0.0268518518518518,0.0231481481481481,0.4805555555555555,0.4398148148148148,0.0,0.0277777777777777,0,25.9
brewster_central_school,cv_starr,putnam,16.0,0.0,brewster,,,,,,,,,,0,25.9
brewster_central_school,henry_h_wells_middle_school,putnam,41.0,6.0,brewster,0.4461538461538462,8.31,0.003076923076923,0.0246153846153846,0.0276923076923076,0.536923076923077,0.3861538461538462,0.0,0.0215384615384615,1,25.9
brewster_central_school,john_f_kennedy_elem_school,putnam,80.0,4.0,brewster,0.4111675126903553,10.16,0.0016920473773265,0.0219966159052453,0.0169204737732656,0.5329949238578681,0.3908629441624365,0.0,0.0355329949238578,1,25.9
briarcliff_manor_u_f_s,briarcliff_hs,westchester,57.0,19.0,briarcliff_manor,,8.45,,,,,,,,1,37.9
briarcliff_manor_u_f_s,briarcliff_ms,westchester,30.0,2.0,briarcliff_manor,,8.45,,,,,,,,1,37.9
briarcliff_manor_u_f_s,todd_elem_school,westchester,84.0,32.0,briarcliff_manor,,13.08,,,,,,,,1,37.9
bridgehampton_u_f_s,bridgehampton_elem_and_h_s,suffolk,27.0,1.0,bridgehampton,0.467005076142132,4.28,0.0,0.0050761421319796,0.1319796954314721,0.5532994923857868,0.2538071065989847,0.0,0.0558375634517766,1,13.7
brighton_central_school,brighton_s_h_s,monroe,23.0,3.0,rochester,0.2309644670050761,12.11,0.0008460236886632,0.1040609137055837,0.0879864636209813,0.0710659898477157,0.6387478849407784,0.0,0.0879864636209813,1,31.2
brighton_central_school,french_road_elementary_school,monroe,13.0,1.0,rochester,0.1977559607293127,12.08,0.0,0.0981767180925666,0.0715287517531556,0.0883590462833099,0.6493688639551192,0.002805049088359,0.0855539971949509,1,31.2
brighton_central_school,twelve_corners_mid-school,monroe,23.0,2.0,rochester,0.2313527180783817,10.04,0.0,0.1074589127686472,0.1061946902654867,0.0695322376738306,0.6485461441213654,0.0,0.0657395701643489,1,31.2
brocton_central_school_district,brocton_central_school,chautauqua,113.0,2.0,brocton,0.6444444444444445,8.24,0.0044444444444444,0.0,0.0133333333333333,0.1733333333333333,0.7777777777777778,0.0,0.0311111111111111,1,46.1
brookhaven-comsewogue_union_free_school_district,comsewogue_s_h_s,suffolk,30.0,4.0,pt_jefferson_sta,0.2688266199649737,12.62,0.0026269702276707,0.0306479859894921,0.0481611208406304,0.3502626970227671,0.5446584938704028,0.0,0.0236427320490367,1,13.7
brookhaven-comsewogue_union_free_school_district,norwood_avenue_school,suffolk,12.0,0.0,pt_jefferson_sta,0.3344262295081967,11.79,0.0,0.0098360655737704,0.0360655737704918,0.3475409836065574,0.5836065573770491,0.0,0.0229508196721311,0,13.7
brushton-moira_central_school,brushton-moira_central_school,franklin,107.0,9.0,brushton,0.5883620689655172,11.66,0.0086206896551724,0.0064655172413793,0.0086206896551724,0.0107758620689655,0.9461206896551724,0.0,0.0193965517241379,1,41.3
buffalo_city_schools,ps__3_d'youville_porter_campus,erie,49.0,4.0,buffalo,0.9325626204238922,8.62,0.0,0.0404624277456647,0.1078998073217726,0.7957610789980732,0.0346820809248554,0.0,0.0211946050096339,1,38.6
buffalo_city_schools,ps_156_frederick_law_olmstead_school_(@203),erie,93.0,2.0,buffalo,0.3723776223776224,12.93,0.0017482517482517,0.0699300699300699,0.1923076923076923,0.187062937062937,0.4755244755244755,0.0,0.0734265734265734,1,38.6
buffalo_city_schools,ps_17_early_childhood_center,erie,69.0,7.0,buffalo,0.9132007233273056,9.68,0.0036166365280289,0.1193490054249547,0.6546112115732369,0.0922242314647378,0.0795660036166365,0.0,0.050632911392405,1,38.6
buffalo_city_schools,ps_18_antonia_pantoja_school_of_academic_excellence,erie,65.0,5.0,buffalo,,,,,,,,,,1,38.6
buffalo_city_schools,ps_19_native_american_magnet_school,erie,19.0,1.0,buffalo,0.9243697478991596,9.78,0.0448179271708683,0.1764705882352941,0.4341736694677871,0.1848739495798319,0.1120448179271708,0.0028011204481792,0.0448179271708683,1,38.6
buffalo_city_schools,ps_192_buffalo_academy_for_arts,erie,111.0,6.0,buffalo,0.6747826086956522,8.24,0.0052173913043478,0.0260869565217391,0.4608695652173913,0.2,0.208695652173913,0.0,0.0939130434782608,1,38.6
buffalo_city_schools,ps_195_city_honors_at_fmp,erie,69.0,4.0,buffalo,0.4526515151515151,14.33,0.0047348484848484,0.2159090909090909,0.1496212121212121,0.1174242424242424,0.4469696969696969,0.0009469696969696,0.0596590909090909,1,38.6
buffalo_city_schools,ps_197_math_science_technology_prep_school,erie,63.0,12.0,buffalo,0.9408740359897172,8.69,0.0025706940874035,0.2133676092544987,0.5578406169665809,0.1362467866323907,0.0565552699228791,0.0025706940874035,0.0308483290488431,1,38.6
buffalo_city_schools,ps_198_international_preparatory_school,erie,94.0,5.0,buffalo,0.9609120521172638,9.28,0.0,0.2377850162866449,0.3729641693811075,0.2785016286644951,0.0781758957654723,0.0,0.0309446254071661,1,38.6
buffalo_city_schools,ps_206_south_park_high_school,erie,96.0,20.0,buffalo,0.8966942148760331,9.23,0.0068870523415977,0.0440771349862259,0.337465564738292,0.2438016528925619,0.2947658402203856,0.0,0.0647382920110192,1,38.6
buffalo_city_schools,ps_212_leonardo_da_vinci_high_school_(@8),erie,46.0,9.0,buffalo,0.7673130193905817,9.97,0.0,0.1412742382271468,0.3988919667590028,0.2049861495844875,0.2188365650969529,0.0,0.0277008310249307,1,38.6
buffalo_city_schools,ps_27_hillery_park_academy,erie,89.0,7.0,buffalo,0.8557114228456913,9.56,0.0,0.0821643286573146,0.3547094188376753,0.1482965931863727,0.3206412825651302,0.0,0.094188376753507,1,38.6
buffalo_city_schools,ps_30_frank_a_sedita_academy,erie,63.0,12.0,buffalo,0.9420529801324504,10.52,0.0016556291390728,0.0662251655629139,0.152317880794702,0.7201986754966887,0.043046357615894,0.0,0.0165562913907284,1,38.6
buffalo_city_schools,ps_301_burgard_high_school,erie,31.0,6.0,buffalo,0.9128540305010894,9.11,0.0108932461873638,0.1111111111111111,0.5533769063180828,0.1764705882352941,0.1154684095860566,0.0,0.0283224400871459,1,38.6
buffalo_city_schools,ps_302_emerson_school_of_hospitality,erie,74.0,1.0,buffalo,,8.75,,,,,,,,1,38.6
buffalo_city_schools,ps_304_hutchinson_central_technical_high_school,erie,101.0,1.0,buffalo,0.8080895008605852,12.8,0.0111876075731497,0.2685025817555938,0.3459552495697074,0.1746987951807229,0.1540447504302926,0.0,0.0430292598967297,1,38.6
buffalo_city_schools,ps_305_mckinley_high__school,erie,65.0,5.0,buffalo,0.9148936170212766,10.24,0.0095744680851063,0.0744680851063829,0.5276595744680851,0.2351063829787234,0.1031914893617021,0.0,0.05,1,38.6
buffalo_city_schools,ps_31_harriet_ross_tubman_school,erie,46.0,5.0,buffalo,0.9604743083003952,10.23,0.0019762845849802,0.3162055335968379,0.4683794466403162,0.1205533596837944,0.0494071146245059,0.0,0.0434782608695652,1,38.6
buffalo_city_schools,ps_32_bennett_park_montessori_school,erie,95.0,1.0,buffalo,0.725,9.15,0.0016666666666666,0.0366666666666666,0.54,0.1333333333333333,0.1966666666666666,0.0016666666666666,0.09,1,38.6
buffalo_city_schools,ps_33_bilingual_center,erie,56.0,3.0,buffalo,0.9424242424242424,8.27,0.0,0.003030303030303,0.009090909090909,0.9515151515151516,0.0333333333333333,0.0,0.003030303030303,1,38.6
buffalo_city_schools,ps_37_marva_j_daniel_futures_prep_school,erie,59.0,4.0,buffalo,0.9504716981132076,9.11,0.0,0.1037735849056603,0.6957547169811321,0.1132075471698113,0.0448113207547169,0.0,0.0424528301886792,1,38.6
buffalo_city_schools,ps_43_lovejoy_discovery_school,erie,66.0,1.0,buffalo,0.9208400646203554,12.53,0.0016155088852988,0.1680129240710824,0.284329563812601,0.1631663974151858,0.2762520193861066,0.0,0.1066235864297253,1,38.6
buffalo_city_schools,ps_45_international_school,erie,126.0,2.0,buffalo,0.9609120521172638,9.28,0.0,0.2377850162866449,0.3729641693811075,0.2785016286644951,0.0781758957654723,0.0,0.0309446254071661,1,38.6
buffalo_city_schools,ps_53_community_school,erie,72.0,3.0,buffalo,0.9294478527607362,9.13,0.0,0.2331288343558282,0.6595092024539877,0.0337423312883435,0.0368098159509202,0.0,0.0368098159509202,1,38.6
buffalo_city_schools,ps_54_dr._george_e._blackman_school_of_excellence,erie,72.0,9.0,buffalo,0.8869565217391304,9.35,0.008695652173913,0.1159420289855072,0.6231884057971014,0.1275362318840579,0.0666666666666666,0.0,0.0579710144927536,1,38.6
buffalo_city_schools,ps_59_dr._charles_drew_science_magnet,erie,59.0,4.0,buffalo,0.9322638146167558,10.08,0.0035650623885918,0.213903743315508,0.5828877005347594,0.0837789661319073,0.0748663101604278,0.0,0.0409982174688057,1,38.6
buffalo_city_schools,ps_6_buffalo_elementary_school_of_technology,erie,114.0,3.0,buffalo,0.92911877394636,10.25,0.0,0.210727969348659,0.553639846743295,0.0957854406130268,0.0996168582375478,0.0,0.0363984674329501,1,38.6
buffalo_city_schools,ps_61_arthur_o_eve_school_of_distinction_early_childhood__center,erie,30.0,0.0,buffalo,0.8402555910543131,11.66,0.0031948881789137,0.2044728434504792,0.5846645367412141,0.0862619808306709,0.0447284345047923,0.0,0.0766773162939297,0,38.6
buffalo_city_schools,ps_64_frederick_law_olmstead_north,erie,71.0,4.0,buffalo,0.3723776223776224,12.93,0.0017482517482517,0.0699300699300699,0.1923076923076923,0.187062937062937,0.4755244755244755,0.0,0.0734265734265734,1,38.6
buffalo_city_schools,ps_65_roosevelt_early_childhood_center,erie,34.0,1.0,buffalo,0.8933823529411765,10.66,0.0036764705882352,0.1066176470588235,0.4080882352941176,0.2389705882352941,0.1617647058823529,0.0,0.0808823529411764,1,38.6
buffalo_city_schools,ps_67_discovery_school,erie,43.0,3.0,buffalo,0.5119266055045871,11.77,0.0018348623853211,0.036697247706422,0.1357798165137614,0.146788990825688,0.6091743119266055,0.0036697247706422,0.0660550458715596,1,38.6
buffalo_city_schools,ps_69_houghton_academy,erie,46.0,3.0,buffalo,0.880184331797235,11.23,0.0,0.1866359447004608,0.3433179723502304,0.152073732718894,0.2442396313364055,0.0,0.0737327188940092,1,38.6
buffalo_city_schools,ps_72_lorraine_elementary_school,erie,76.0,8.0,buffalo,0.8236173393124065,10.41,0.0059790732436472,0.0717488789237668,0.2257100149476831,0.1763826606875934,0.4185351270553064,0.0044843049327354,0.0971599402092675,1,38.6
buffalo_city_schools,ps_74_hamlin_park_clapp_academy,erie,82.0,1.0,buffalo,0.9653465346534652,9.96,0.0024752475247524,0.1336633663366336,0.7054455445544554,0.0643564356435643,0.0396039603960396,0.0,0.0544554455445544,1,38.6
buffalo_city_schools,ps_76_herman_badillo_bilingual_academy,erie,82.0,0.0,buffalo,0.9470338983050848,9.18,0.0,0.0127118644067796,0.1038135593220339,0.8283898305084746,0.0338983050847457,0.0,0.0211864406779661,0,38.6
